Location.1,Values,Educational Attainment,Year
Washington County,4.0%,Less than 9th grade,2018
Washington County,6.7%,Associate's degree,2018
Washington County,7.4%,"9th to 12th grade, no diploma",2018
Washington County,"86,775",Population 25 years and over,2018
Washington County,88.6%,Percent high school graduate or higher,2018
Wayne County,11.2%,Percent bachelor's degree or higher,2018
Wayne County,"12,196",Population 25 years and over,2018
Wayne County,12.5%,"9th to 12th grade, no diploma",2018
Wayne County,19.1%,"Some college, no degree",2018
Wayne County,44.4%,High school graduate (includes equivalency),2018
Wayne County,5.0%,Associate's degree,2018
Wayne County,5.0%,Graduate or professional degree,2018
Wayne County,6.2%,Bachelor's degree,2018
Wayne County,7.9%,Less than 9th grade,2018
Wayne County,79.7%,Percent high school graduate or higher,2018
Weakley County,13.8%,Bachelor's degree,2018
Weakley County,20.3%,"Some college, no degree",2018
Weakley County,"21,485",Population 25 years and over,2018
Weakley County,21.5%,Percent bachelor's degree or higher,2018
Weakley County,38.0%,High school graduate (includes equivalency),2018
Weakley County,4.5%,Associate's degree,2018
Weakley County,6.2%,Less than 9th grade,2018
Weakley County,7.7%,Graduate or professional degree,2018
Weakley County,84.3%,Percent high school graduate or higher,2018
Weakley County,9.5%,"9th to 12th grade, no diploma",2018
White County,10.0%,"9th to 12th grade, no diploma",2018
White County,13.5%,Percent bachelor's degree or higher,2018
White County,"18,661",Population 25 years and over,2018
White County,20.6%,"Some college, no degree",2018
White County,4.6%,Associate's degree,2018
White County,4.9%,Graduate or professional degree,2018
White County,43.4%,High school graduate (includes equivalency),2018
White County,7.9%,Less than 9th grade,2018
White County,8.7%,Bachelor's degree,2018
White County,82.2%,Percent high school graduate or higher,2018
Williamson County,1.8%,Less than 9th grade,2018
Williamson County,13.5%,High school graduate (includes equivalency),2018
Williamson County,"141,690",Population 25 years and over,2018
Williamson County,16.4%,"Some college, no degree",2018
Williamson County,2.6%,"9th to 12th grade, no diploma",2018
Williamson County,21.8%,Graduate or professional degree,2018
Williamson County,37.2%,Bachelor's degree,2018
Williamson County,59.0%,Percent bachelor's degree or higher,2018
Williamson County,6.7%,Associate's degree,2018
Williamson County,95.6%,Percent high school graduate or higher,2018
Wilson County,21.2%,Bachelor's degree,2018
Wilson County,22.3%,"Some college, no degree",2018
Wilson County,29.9%,High school graduate (includes equivalency),2018
Wilson County,3.0%,Less than 9th grade,2018
Wilson County,30.6%,Percent bachelor's degree or higher,2018
Wilson County,5.9%,"9th to 12th grade, no diploma",2018
Wilson County,8.3%,Associate's degree,2018
Wilson County,9.4%,Graduate or professional degree,2018
Wilson County,"90,948",Population 25 years and over,2018
Wilson County,91.2%,Percent high school graduate or higher,2018
Anderson County,10.6%,Graduate or professional degree,2019
Anderson County,12.6%,Bachelor's degree,2019
Anderson County,22.6%,"Some college, no degree",2019
Anderson County,32.9%,High school graduate (includes equivalency),2019
Anderson County,4.9%,Less than 9th grade,2019
Anderson County,"54,265",Population 25 years and over,2019
Anderson County,8.1%,"9th to 12th grade, no diploma",2019
Anderson County,8.2%,Associate's degree,2019
Anderson County,87.0%,High school graduate or higher,2019
Bedford County,10.8%,"9th to 12th grade, no diploma",2019
Bedford County,11.5%,Bachelor's degree,2019
Bedford County,18.3%,"Some college, no degree",2019
Bedford County,"32,037",Population 25 years and over,2019
Bedford County,41.4%,High school graduate (includes equivalency),2019
Bedford County,5.2%,Graduate or professional degree,2019
Bedford County,5.7%,Associate's degree,2019
Bedford County,7.1%,Less than 9th grade,2019
Bedford County,82.1%,High school graduate or higher,2019
Benton County,"11,802",Population 25 years and over,2019
Benton County,11.4%,"9th to 12th grade, no diploma",2019
Benton County,19.0%,"Some college, no degree",2019
Benton County,4.5%,Graduate or professional degree,2019
Benton County,4.7%,Associate's degree,2019
Benton County,46.4%,High school graduate (includes equivalency),2019
Benton County,6.2%,Less than 9th grade,2019
Benton County,7.8%,Bachelor's degree,2019
Benton County,82.4%,High school graduate or higher,2019
Bledsoe County,10.4%,Less than 9th grade,2019
Bledsoe County,"11,032",Population 25 years and over,2019
Bledsoe County,14.0%,"9th to 12th grade, no diploma",2019
Bledsoe County,17.2%,"Some college, no degree",2019
Bledsoe County,39.8%,High school graduate (includes equivalency),2019
Bledsoe County,4.3%,Graduate or professional degree,2019
Bledsoe County,6.6%,Associate's degree,2019
Bledsoe County,7.7%,Bachelor's degree,2019
Bledsoe County,75.6%,High school graduate or higher,2019
Blount County,15.5%,Bachelor's degree,2019
Blount County,22.2%,"Some college, no degree",2019
Blount County,3.7%,Less than 9th grade,2019
Blount County,34.6%,High school graduate (includes equivalency),2019
Blount County,7.1%,"9th to 12th grade, no diploma",2019
Blount County,8.1%,Associate's degree,2019
Blount County,8.7%,Graduate or professional degree,2019
Blount County,89.1%,High school graduate or higher,2019
Blount County,"92,995",Population 25 years and over,2019
Bradley County,14.1%,Bachelor's degree,2019
Bradley County,22.5%,"Some college, no degree",2019
Bradley County,32.1%,High school graduate (includes equivalency),2019
Bradley County,5.5%,Less than 9th grade,2019
Bradley County,"72,026",Population 25 years and over,2019
Bradley County,8.3%,Graduate or professional degree,2019
Bradley County,8.4%,Associate's degree,2019
Bradley County,85.3%,High school graduate or higher,2019
Bradley County,9.2%,"9th to 12th grade, no diploma",2019
Campbell County,13.7%,"9th to 12th grade, no diploma",2019
Campbell County,18.1%,"Some college, no degree",2019
Campbell County,"28,665",Population 25 years and over,2019
Campbell County,4.3%,Graduate or professional degree,2019
Campbell County,40.6%,High school graduate (includes equivalency),2019
Campbell County,6.1%,Associate's degree,2019
Campbell County,77.3%,High school graduate or higher,2019
Campbell County,8.1%,Bachelor's degree,2019
Campbell County,9.1%,Less than 9th grade,2019
Cannon County,"10,139",Population 25 years and over,2019
Cannon County,10.4%,"9th to 12th grade, no diploma",2019
Cannon County,17.8%,"Some college, no degree",2019
Cannon County,45.6%,High school graduate (includes equivalency),2019
Cannon County,5.1%,Less than 9th grade,2019
Cannon County,5.4%,Associate's degree,2019
Cannon County,5.9%,Graduate or professional degree,2019
Cannon County,84.5%,High school graduate or higher,2019
Cannon County,9.9%,Bachelor's degree,2019
Carroll County,11.0%,Bachelor's degree,2019
Carroll County,"19,286",Population 25 years and over,2019
Carroll County,19.2%,"Some college, no degree",2019
Carroll County,4.7%,Associate's degree,2019
Carroll County,42.2%,High school graduate (includes equivalency),2019
Carroll County,6.6%,Less than 9th grade,2019
Carroll County,7.0%,Graduate or professional degree,2019
Carroll County,84.1%,High school graduate or higher,2019
Carroll County,9.3%,"9th to 12th grade, no diploma",2019
Carter County,10.8%,"9th to 12th grade, no diploma",2019
Carter County,11.3%,Bachelor's degree,2019
Carter County,21.4%,"Some college, no degree",2019
Carter County,38.6%,High school graduate (includes equivalency),2019
Carter County,"41,969",Population 25 years and over,2019
Carter County,5.7%,Less than 9th grade,2019
Carter County,6.0%,Associate's degree,2019
Carter County,6.2%,Graduate or professional degree,2019
Carter County,83.5%,High school graduate or higher,2019
Cheatham County,13.7%,Bachelor's degree,2019
Cheatham County,21.1%,"Some college, no degree",2019
Cheatham County,"28,231",Population 25 years and over,2019
Cheatham County,3.8%,Less than 9th grade,2019
Cheatham County,37.1%,High school graduate (includes equivalency),2019
Cheatham County,7.3%,Graduate or professional degree,2019
Cheatham County,7.8%,Associate's degree,2019
Cheatham County,87.0%,High school graduate or higher,2019
Cheatham County,9.2%,"9th to 12th grade, no diploma",2019
Chester County,"11,091",Population 25 years and over,2019
Chester County,11.3%,"9th to 12th grade, no diploma",2019
Chester County,24.0%,"Some college, no degree",2019
Chester County,3.5%,Less than 9th grade,2019
Chester County,39.1%,High school graduate (includes equivalency),2019
Chester County,6.1%,Associate's degree,2019
Chester County,6.5%,Graduate or professional degree,2019
Chester County,85.2%,High school graduate or higher,2019
Chester County,9.5%,Bachelor's degree,2019
Claiborne County,10.0%,Less than 9th grade,2019
Claiborne County,18.5%,"Some college, no degree",2019
Claiborne County,"22,722",Population 25 years and over,2019
Claiborne County,38.0%,High school graduate (includes equivalency),2019
Claiborne County,6.2%,Graduate or professional degree,2019
Claiborne County,7.5%,Associate's degree,2019
Claiborne County,80.1%,High school graduate or higher,2019
Claiborne County,9.9%,"9th to 12th grade, no diploma",2019
Claiborne County,9.9%,Bachelor's degree,2019
Clay County,10.4%,Less than 9th grade,2019
Clay County,15.0%,"Some college, no degree",2019
Clay County,4.5%,Graduate or professional degree,2019
Clay County,46.2%,High school graduate (includes equivalency),2019
Clay County,"5,588",Population 25 years and over,2019
Clay County,5.2%,Associate's degree,2019
Clay County,80.3%,High school graduate or higher,2019
Clay County,9.3%,"9th to 12th grade, no diploma",2019
Clay County,9.4%,Bachelor's degree,2019
Cocke County,12.5%,"9th to 12th grade, no diploma",2019
Cocke County,15.7%,"Some college, no degree",2019
Cocke County,"25,774",Population 25 years and over,2019
Cocke County,4.2%,Graduate or professional degree,2019
Cocke County,46.8%,High school graduate (includes equivalency),2019
Cocke County,6.0%,Associate's degree,2019
Cocke County,7.4%,Bachelor's degree,2019
Cocke County,7.5%,Less than 9th grade,2019
Cocke County,80.1%,High school graduate or higher,2019
Coffee County,12.6%,Bachelor's degree,2019
Coffee County,19.5%,"Some college, no degree",2019
Coffee County,"37,610",Population 25 years and over,2019
Coffee County,38.5%,High school graduate (includes equivalency),2019
Coffee County,5.2%,Less than 9th grade,2019
Coffee County,7.0%,Associate's degree,2019
Coffee County,7.9%,Graduate or professional degree,2019
Coffee County,85.4%,High school graduate or higher,2019
Coffee County,9.4%,"9th to 12th grade, no diploma",2019
Crockett County,12.7%,"9th to 12th grade, no diploma",2019
Crockett County,20.0%,"Some college, no degree",2019
Crockett County,40.5%,High school graduate (includes equivalency),2019
Crockett County,5.3%,Graduate or professional degree,2019
Crockett County,6.1%,Less than 9th grade,2019
Crockett County,6.8%,Associate's degree,2019
Crockett County,8.6%,Bachelor's degree,2019
Crockett County,81.2%,High school graduate or higher,2019
Crockett County,"9,825",Population 25 years and over,2019
Cumberland County,11.3%,Bachelor's degree,2019
Cumberland County,21.6%,"Some college, no degree",2019
Cumberland County,37.7%,High school graduate (includes equivalency),2019
Cumberland County,"44,938",Population 25 years and over,2019
Cumberland County,5.1%,Less than 9th grade,2019
Cumberland County,7.1%,Graduate or professional degree,2019
Cumberland County,8.1%,Associate's degree,2019
Cumberland County,85.8%,High school graduate or higher,2019
Cumberland County,9.1%,"9th to 12th grade, no diploma",2019
Davidson County,15.6%,Graduate or professional degree,2019
Davidson County,18.9%,"Some college, no degree",2019
Davidson County,22.1%,High school graduate (includes equivalency),2019
Davidson County,26.1%,Bachelor's degree,2019
Davidson County,4.4%,Less than 9th grade,2019
Davidson County,"474,362",Population 25 years and over,2019
Davidson County,6.4%,Associate's degree,2019
Davidson County,6.5%,"9th to 12th grade, no diploma",2019
Davidson County,89.1%,High school graduate or higher,2019
Decatur County,10.8%,Bachelor's degree,2019
Decatur County,21.3%,"Some college, no degree",2019
Decatur County,3.8%,Graduate or professional degree,2019
Decatur County,4.6%,Less than 9th grade,2019
Decatur County,42.3%,High school graduate (includes equivalency),2019
Decatur County,7.8%,Associate's degree,2019
Decatur County,"8,379",Population 25 years and over,2019
Decatur County,85.9%,High school graduate or higher,2019
Decatur County,9.5%,"9th to 12th grade, no diploma",2019
DeKalb County,11.7%,Bachelor's degree,2019
DeKalb County,13.5%,"9th to 12th grade, no diploma",2019
DeKalb County,"14,120",Population 25 years and over,2019
DeKalb County,16.5%,"Some college, no degree",2019
DeKalb County,40.9%,High school graduate (includes equivalency),2019
DeKalb County,5.0%,Graduate or professional degree,2019
DeKalb County,6.1%,Associate's degree,2019
DeKalb County,6.3%,Less than 9th grade,2019
DeKalb County,80.1%,High school graduate or higher,2019
Dickson County,10.3%,Bachelor's degree,2019
Dickson County,11.1%,"9th to 12th grade, no diploma",2019
Dickson County,19.2%,"Some college, no degree",2019
Dickson County,"36,399",Population 25 years and over,2019
Dickson County,41.8%,High school graduate (includes equivalency),2019
Dickson County,5.2%,Less than 9th grade,2019
Dickson County,5.9%,Graduate or professional degree,2019
Dickson County,6.5%,Associate's degree,2019
Dickson County,83.7%,High school graduate or higher,2019
Dyer County,20.8%,"Some college, no degree",2019
Dyer County,"25,509",Population 25 years and over,2019
Dyer County,38.8%,High school graduate (includes equivalency),2019
Dyer County,6.2%,Graduate or professional degree,2019
Dyer County,6.4%,Less than 9th grade,2019
Dyer County,8.1%,Associate's degree,2019
Dyer County,83.9%,High school graduate or higher,2019
Dyer County,9.7%,"9th to 12th grade, no diploma",2019
Dyer County,9.9%,Bachelor's degree,2019
Fayette County,10.8%,"9th to 12th grade, no diploma",2019
Fayette County,14.7%,Bachelor's degree,2019
Fayette County,24.5%,"Some college, no degree",2019
Fayette County,"29,515",Population 25 years and over,2019
Fayette County,3.0%,Less than 9th grade,2019
Fayette County,32.1%,High school graduate (includes equivalency),2019
Fayette County,7.4%,Associate's degree,2019
Fayette County,7.5%,Graduate or professional degree,2019
Fayette County,86.2%,High school graduate or higher,2019
Fentress County,11.7%,Bachelor's degree,2019
Fentress County,"13,023",Population 25 years and over,2019
Fentress County,16.8%,"Some college, no degree",2019
Fentress County,4.3%,Graduate or professional degree,2019
Fentress County,43.6%,High school graduate (includes equivalency),2019
Fentress County,6.6%,Associate's degree,2019
Fentress County,8.5%,"9th to 12th grade, no diploma",2019
Fentress County,8.6%,Less than 9th grade,2019
Fentress County,83.0%,High school graduate or higher,2019
Franklin County,11.6%,Bachelor's degree,2019
Franklin County,19.5%,"Some college, no degree",2019
Franklin County,"28,554",Population 25 years and over,2019
Franklin County,4.6%,Less than 9th grade,2019
Franklin County,40.0%,High school graduate (includes equivalency),2019
Franklin County,7.1%,Associate's degree,2019
Franklin County,7.9%,"9th to 12th grade, no diploma",2019
Franklin County,87.5%,High school graduate or higher,2019
Franklin County,9.2%,Graduate or professional degree,2019
Gibson County,12.0%,Bachelor's degree,2019
Gibson County,20.7%,"Some college, no degree",2019
Gibson County,"33,418",Population 25 years and over,2019
Gibson County,39.1%,High school graduate (includes equivalency),2019
Gibson County,5.2%,Less than 9th grade,2019
Gibson County,6.4%,Graduate or professional degree,2019
Gibson County,7.0%,Associate's degree,2019
Gibson County,85.3%,High school graduate or higher,2019
Gibson County,9.5%,"9th to 12th grade, no diploma",2019
Giles County,11.1%,Bachelor's degree,2019
Giles County,19.7%,"Some college, no degree",2019
Giles County,"20,733",Population 25 years and over,2019
Giles County,43.1%,High school graduate (includes equivalency),2019
Giles County,5.1%,Less than 9th grade,2019
Giles County,5.4%,Graduate or professional degree,2019
Giles County,6.4%,Associate's degree,2019
Giles County,85.8%,High school graduate or higher,2019
Giles County,9.1%,"9th to 12th grade, no diploma",2019
Grainger County,10.3%,Less than 9th grade,2019
Grainger County,11.1%,"9th to 12th grade, no diploma",2019
Grainger County,"16,634",Population 25 years and over,2019
Grainger County,18.2%,"Some college, no degree",2019
Grainger County,3.3%,Graduate or professional degree,2019
Grainger County,42.8%,High school graduate (includes equivalency),2019
Grainger County,6.9%,Associate's degree,2019
Grainger County,7.4%,Bachelor's degree,2019
Grainger County,78.6%,High school graduate or higher,2019
Greene County,10.4%,Bachelor's degree,2019
Greene County,20.1%,"Some college, no degree",2019
Greene County,41.5%,High school graduate (includes equivalency),2019
Greene County,"49,755",Population 25 years and over,2019
Greene County,6.1%,Less than 9th grade,2019
Greene County,6.3%,Graduate or professional degree,2019
Greene County,6.4%,Associate's degree,2019
Greene County,84.7%,High school graduate or higher,2019
Greene County,9.2%,"9th to 12th grade, no diploma",2019
Grundy County,11.6%,Less than 9th grade,2019
Grundy County,13.9%,"Some college, no degree",2019
Grundy County,14.0%,"9th to 12th grade, no diploma",2019
Grundy County,40.7%,High school graduate (includes equivalency),2019
Grundy County,6.1%,Bachelor's degree,2019
Grundy County,6.5%,Associate's degree,2019
Grundy County,7.0%,Graduate or professional degree,2019
Grundy County,74.4%,High school graduate or higher,2019
Grundy County,"9,408",Population 25 years and over,2019
Hamblen County,10.7%,Bachelor's degree,2019
Hamblen County,11.3%,"9th to 12th grade, no diploma",2019
Hamblen County,18.5%,"Some college, no degree",2019
Hamblen County,38.6%,High school graduate (includes equivalency),2019
Hamblen County,"43,898",Population 25 years and over,2019
Hamblen County,6.1%,Graduate or professional degree,2019
Hamblen County,7.4%,Associate's degree,2019
Hamblen County,7.4%,Less than 9th grade,2019
Hamblen County,81.3%,High school graduate or higher,2019
Hamilton County,11.5%,Graduate or professional degree,2019
Hamilton County,20.7%,Bachelor's degree,2019
Hamilton County,21.5%,"Some college, no degree",2019
Hamilton County,"253,874",Population 25 years and over,2019
Hamilton County,26.9%,High school graduate (includes equivalency),2019
Hamilton County,3.6%,Less than 9th grade,2019
Hamilton County,6.9%,"9th to 12th grade, no diploma",2019
Hamilton County,8.9%,Associate's degree,2019
Hamilton County,89.5%,High school graduate or higher,2019
Hancock County,10.8%,Less than 9th grade,2019
Hancock County,12.1%,"9th to 12th grade, no diploma",2019
Hancock County,19.0%,"Some college, no degree",2019
Hancock County,"4,743",Population 25 years and over,2019
Hancock County,4.7%,Associate's degree,2019
Hancock County,4.8%,Bachelor's degree,2019
Hancock County,42.2%,High school graduate (includes equivalency),2019
Hancock County,6.4%,Graduate or professional degree,2019
Hancock County,77.1%,High school graduate or higher,2019
Hardeman County,14.5%,"9th to 12th grade, no diploma",2019
Hardeman County,17.1%,"Some college, no degree",2019
Hardeman County,"18,221",Population 25 years and over,2019
Hardeman County,3.8%,Graduate or professional degree,2019
Hardeman County,4.6%,Associate's degree,2019
Hardeman County,46.8%,High school graduate (includes equivalency),2019
Hardeman County,5.9%,Less than 9th grade,2019
Hardeman County,7.3%,Bachelor's degree,2019
Hardeman County,79.6%,High school graduate or higher,2019
Hardin County,10.2%,Bachelor's degree,2019
Hardin County,10.9%,"9th to 12th grade, no diploma",2019
Hardin County,17.4%,"Some college, no degree",2019
Hardin County,"18,560",Population 25 years and over,2019
Hardin County,4.8%,Graduate or professional degree,2019
Hardin County,42.1%,High school graduate (includes equivalency),2019
Hardin County,7.0%,Associate's degree,2019
Hardin County,7.6%,Less than 9th grade,2019
Hardin County,81.5%,High school graduate or higher,2019
Hawkins County,20.1%,"Some college, no degree",2019
Hawkins County,4.5%,Graduate or professional degree,2019
Hawkins County,"40,950",Population 25 years and over,2019
Hawkins County,42.7%,High school graduate (includes equivalency),2019
Hawkins County,6.0%,Less than 9th grade,2019
Hawkins County,7.8%,Associate's degree,2019
Hawkins County,84.4%,High school graduate or higher,2019
Hawkins County,9.2%,Bachelor's degree,2019
Hawkins County,9.7%,"9th to 12th grade, no diploma",2019
Haywood County,"12,196",Population 25 years and over,2019
Haywood County,12.8%,"9th to 12th grade, no diploma",2019
Haywood County,19.8%,"Some college, no degree",2019
Haywood County,4.2%,Associate's degree,2019
Haywood County,47.0%,High school graduate (includes equivalency),2019
Haywood County,5.1%,Graduate or professional degree,2019
Haywood County,5.2%,Less than 9th grade,2019
Haywood County,6.0%,Bachelor's degree,2019
Haywood County,82.0%,High school graduate or higher,2019
Henderson County,10.0%,Bachelor's degree,2019
Henderson County,10.9%,"9th to 12th grade, no diploma",2019
Henderson County,18.3%,"Some college, no degree",2019
Henderson County,"19,449",Population 25 years and over,2019
Henderson County,4.4%,Graduate or professional degree,2019
Henderson County,42.3%,High school graduate (includes equivalency),2019
Henderson County,6.3%,Less than 9th grade,2019
Henderson County,7.8%,Associate's degree,2019
Henderson County,82.7%,High school graduate or higher,2019
Henry County,19.1%,"Some college, no degree",2019
Henry County,"23,380",Population 25 years and over,2019
Henry County,4.8%,Associate's degree,2019
Henry County,45.6%,High school graduate (includes equivalency),2019
Henry County,5.5%,Less than 9th grade,2019
Henry County,7.2%,Graduate or professional degree,2019
Henry County,8.5%,"9th to 12th grade, no diploma",2019
Henry County,85.9%,High school graduate or higher,2019
Henry County,9.3%,Bachelor's degree,2019
Hickman County,14.5%,"9th to 12th grade, no diploma",2019
Hickman County,"17,463",Population 25 years and over,2019
Hickman County,18.1%,"Some college, no degree",2019
Hickman County,3.4%,Graduate or professional degree,2019
Hickman County,44.3%,High school graduate (includes equivalency),2019
Hickman County,5.2%,Associate's degree,2019
Hickman County,7.0%,Less than 9th grade,2019
Hickman County,7.5%,Bachelor's degree,2019
Hickman County,78.6%,High school graduate or higher,2019
Houston County,13.4%,"Some college, no degree",2019
Houston County,15.5%,"9th to 12th grade, no diploma",2019
Houston County,3.7%,Associate's degree,2019
Houston County,4.6%,Graduate or professional degree,2019
Houston County,47.1%,High school graduate (includes equivalency),2019
Houston County,"5,754",Population 25 years and over,2019
Houston County,7.3%,Less than 9th grade,2019
Houston County,77.2%,High school graduate or higher,2019
Houston County,8.4%,Bachelor's degree,2019
Humphreys County,11.8%,"9th to 12th grade, no diploma",2019
Humphreys County,"13,041",Population 25 years and over,2019
Humphreys County,17.2%,"Some college, no degree",2019
Humphreys County,3.2%,Less than 9th grade,2019
Humphreys County,48.4%,High school graduate (includes equivalency),2019
Humphreys County,5.1%,Associate's degree,2019
Humphreys County,6.0%,Graduate or professional degree,2019
Humphreys County,8.3%,Bachelor's degree,2019
Humphreys County,84.9%,High school graduate or higher,2019
Jackson County,10.9%,Less than 9th grade,2019
Jackson County,11.0%,"9th to 12th grade, no diploma",2019
Jackson County,16.5%,"Some college, no degree",2019
Jackson County,3.5%,Graduate or professional degree,2019
Jackson County,44.6%,High school graduate (includes equivalency),2019
Jackson County,6.1%,Associate's degree,2019
Jackson County,7.6%,Bachelor's degree,2019
Jackson County,78.2%,High school graduate or higher,2019
Jackson County,"8,699",Population 25 years and over,2019
Jefferson County,10.0%,Bachelor's degree,2019
Jefferson County,22.0%,"Some college, no degree",2019
Jefferson County,"37,994",Population 25 years and over,2019
Jefferson County,39.1%,High school graduate (includes equivalency),2019
Jefferson County,6.1%,Less than 9th grade,2019
Jefferson County,6.8%,Graduate or professional degree,2019
Jefferson County,7.5%,Associate's degree,2019
Jefferson County,8.6%,"9th to 12th grade, no diploma",2019
Jefferson County,85.3%,High school graduate or higher,2019
Johnson County,12.5%,"9th to 12th grade, no diploma",2019
Johnson County,"13,494",Population 25 years and over,2019
Johnson County,18.6%,"Some college, no degree",2019
Johnson County,3.8%,Graduate or professional degree,2019
Johnson County,41.6%,High school graduate (includes equivalency),2019
Johnson County,7.7%,Bachelor's degree,2019
Johnson County,7.7%,Less than 9th grade,2019
Johnson County,79.8%,High school graduate or higher,2019
Johnson County,8.0%,Associate's degree,2019
Knox County,15.2%,Graduate or professional degree,2019
Knox County,2.6%,Less than 9th grade,2019
Knox County,20.5%,"Some college, no degree",2019
Knox County,22.4%,Bachelor's degree,2019
Knox County,25.3%,High school graduate (includes equivalency),2019
Knox County,"308,366",Population 25 years and over,2019
Knox County,5.7%,"9th to 12th grade, no diploma",2019
Knox County,8.3%,Associate's degree,2019
Knox County,91.7%,High school graduate or higher,2019
Lake County,16.5%,"Some college, no degree",2019
Lake County,17.1%,"9th to 12th grade, no diploma",2019
Lake County,3.2%,Graduate or professional degree,2019
Lake County,3.8%,Associate's degree,2019
Lake County,43.2%,High school graduate (includes equivalency),2019
Lake County,"5,638",Population 25 years and over,2019
Lake County,6.1%,Bachelor's degree,2019
Lake County,72.9%,High school graduate or higher,2019
Lake County,9.9%,Less than 9th grade,2019
Lauderdale County,16.3%,"9th to 12th grade, no diploma",2019
Lauderdale County,"17,752",Population 25 years and over,2019
Lauderdale County,18.7%,"Some college, no degree",2019
Lauderdale County,3.5%,Graduate or professional degree,2019
Lauderdale County,4.7%,Associate's degree,2019
Lauderdale County,4.7%,Bachelor's degree,2019
Lauderdale County,45.4%,High school graduate (includes equivalency),2019
Lauderdale County,6.7%,Less than 9th grade,2019
Lauderdale County,77.1%,High school graduate or higher,2019
Lawrence County,17.5%,"Some college, no degree",2019
Lawrence County,"29,194",Population 25 years and over,2019
Lawrence County,44.3%,High school graduate (includes equivalency),2019
Lawrence County,5.7%,Graduate or professional degree,2019
Lawrence County,7.3%,Associate's degree,2019
Lawrence County,7.7%,Less than 9th grade,2019
Lawrence County,8.6%,Bachelor's degree,2019
Lawrence County,8.9%,"9th to 12th grade, no diploma",2019
Lawrence County,83.4%,High school graduate or higher,2019
Lewis County,10.1%,"9th to 12th grade, no diploma",2019
Lewis County,23.2%,"Some college, no degree",2019
Lewis County,3.8%,Graduate or professional degree,2019
Lewis County,42.5%,High school graduate (includes equivalency),2019
Lewis County,5.5%,Less than 9th grade,2019
Lewis County,6.6%,Bachelor's degree,2019
Lewis County,"8,471",Population 25 years and over,2019
Lewis County,8.2%,Associate's degree,2019
Lewis County,84.3%,High school graduate or higher,2019
Lincoln County,11.4%,"9th to 12th grade, no diploma",2019
Lincoln County,12.0%,Bachelor's degree,2019
Lincoln County,17.3%,"Some college, no degree",2019
Lincoln County,"23,775",Population 25 years and over,2019
Lincoln County,40.5%,High school graduate (includes equivalency),2019
Lincoln County,5.1%,Less than 9th grade,2019
Lincoln County,6.4%,Graduate or professional degree,2019
Lincoln County,7.2%,Associate's degree,2019
Lincoln County,83.5%,High school graduate or higher,2019
Loudon County,16.7%,Bachelor's degree,2019
Loudon County,20.0%,"Some college, no degree",2019
Loudon County,32.4%,High school graduate (includes equivalency),2019
Loudon County,"38,291",Population 25 years and over,2019
Loudon County,5.5%,Less than 9th grade,2019
Loudon County,7.3%,Associate's degree,2019
Loudon County,8.3%,"9th to 12th grade, no diploma",2019
Loudon County,86.2%,High school graduate or higher,2019
Loudon County,9.7%,Graduate or professional degree,2019
Macon County,"16,032",Population 25 years and over,2019
Macon County,17.9%,"Some college, no degree",2019
Macon County,4.5%,Graduate or professional degree,2019
Macon County,45.7%,High school graduate (includes equivalency),2019
Macon County,5.8%,Bachelor's degree,2019
Macon County,6.4%,Associate's degree,2019
Macon County,80.3%,High school graduate or higher,2019
Macon County,9.8%,"9th to 12th grade, no diploma",2019
Macon County,9.9%,Less than 9th grade,2019
Madison County,16.0%,Bachelor's degree,2019
Madison County,20.9%,"Some college, no degree",2019
Madison County,3.7%,Less than 9th grade,2019
Madison County,35.3%,High school graduate (includes equivalency),2019
Madison County,"65,067",Population 25 years and over,2019
Madison County,7.0%,Associate's degree,2019
Madison County,7.4%,"9th to 12th grade, no diploma",2019
Madison County,88.9%,High school graduate or higher,2019
Madison County,9.6%,Graduate or professional degree,2019
Marion County,11.2%,"9th to 12th grade, no diploma",2019
Marion County,"20,348",Population 25 years and over,2019
Marion County,22.2%,"Some college, no degree",2019
Marion County,38.7%,High school graduate (includes equivalency),2019
Marion County,4.2%,Graduate or professional degree,2019
Marion County,7.3%,Less than 9th grade,2019
Marion County,7.9%,Associate's degree,2019
Marion County,8.5%,Bachelor's degree,2019
Marion County,81.5%,High school graduate or higher,2019
Marshall County,10.3%,Bachelor's degree,2019
Marshall County,21.3%,"Some college, no degree",2019
Marshall County,"22,727",Population 25 years and over,2019
Marshall County,4.4%,Graduate or professional degree,2019
Marshall County,41.4%,High school graduate (includes equivalency),2019
Marshall County,5.4%,Less than 9th grade,2019
Marshall County,8.1%,Associate's degree,2019
Marshall County,85.4%,High school graduate or higher,2019
Marshall County,9.2%,"9th to 12th grade, no diploma",2019
Maury County,10.0%,Associate's degree,2019
Maury County,15.6%,Bachelor's degree,2019
Maury County,21.4%,"Some college, no degree",2019
Maury County,3.3%,Less than 9th grade,2019
Maury County,35.7%,High school graduate (includes equivalency),2019
Maury County,6.6%,"9th to 12th grade, no diploma",2019
Maury County,"63,595",Population 25 years and over,2019
Maury County,7.5%,Graduate or professional degree,2019
Maury County,90.2%,High school graduate or higher,2019
McMinn County,10.9%,Bachelor's degree,2019
McMinn County,19.9%,"Some college, no degree",2019
McMinn County,"37,514",Population 25 years and over,2019
McMinn County,40.4%,High school graduate (includes equivalency),2019
McMinn County,5.3%,Graduate or professional degree,2019
