Location.1,Values,Educational Attainment,Year
Van Buren County,0.05,Bachelor's degree,2018
Van Buren County,0.80,Percent high school graduate or higher,2018
Van Buren County,0.09,Percent bachelor's degree or higher,2018
Van Buren County,0.09,"9th to 12th grade, no diploma",2018
Warren County,0.13,"9th to 12th grade, no diploma",2018
Warren County,0.14,Percent bachelor's degree or higher,2018
Warren County,0.17,"Some college, no degree",2018
Warren County,27721.00,Population 25 years and over,2018
Warren County,0.43,High school graduate (includes equivalency),2018
Warren County,0.05,Associate's degree,2018
Warren County,0.06,Graduate or professional degree,2018
Warren County,0.08,Less than 9th grade,2018
Warren County,0.79,Percent high school graduate or higher,2018
Warren County,0.09,Bachelor's degree,2018
Washington County,0.13,Graduate or professional degree,2018
Washington County,0.19,Bachelor's degree,2018
Washington County,0.21,"Some college, no degree",2018
Washington County,0.29,High school graduate (includes equivalency),2018
Washington County,0.32,Percent bachelor's degree or higher,2018
Washington County,0.04,Less than 9th grade,2018
Washington County,0.07,Associate's degree,2018
Washington County,0.07,"9th to 12th grade, no diploma",2018
Washington County,86775.00,Population 25 years and over,2018
Washington County,0.89,Percent high school graduate or higher,2018
Wayne County,0.11,Percent bachelor's degree or higher,2018
Wayne County,12196.00,Population 25 years and over,2018
Wayne County,0.13,"9th to 12th grade, no diploma",2018
Wayne County,0.19,"Some college, no degree",2018
Wayne County,0.44,High school graduate (includes equivalency),2018
Wayne County,0.05,Associate's degree,2018
Wayne County,0.05,Graduate or professional degree,2018
Wayne County,0.06,Bachelor's degree,2018
Wayne County,0.08,Less than 9th grade,2018
Wayne County,0.80,Percent high school graduate or higher,2018
Weakley County,0.14,Bachelor's degree,2018
Weakley County,0.20,"Some college, no degree",2018
Weakley County,21485.00,Population 25 years and over,2018
Weakley County,0.22,Percent bachelor's degree or higher,2018
Weakley County,0.38,High school graduate (includes equivalency),2018
Weakley County,0.05,Associate's degree,2018
Weakley County,0.06,Less than 9th grade,2018
Weakley County,0.08,Graduate or professional degree,2018
Weakley County,0.84,Percent high school graduate or higher,2018
Weakley County,0.10,"9th to 12th grade, no diploma",2018
White County,0.10,"9th to 12th grade, no diploma",2018
White County,0.14,Percent bachelor's degree or higher,2018
White County,18661.00,Population 25 years and over,2018
White County,0.21,"Some college, no degree",2018
White County,0.05,Associate's degree,2018
White County,0.05,Graduate or professional degree,2018
White County,0.43,High school graduate (includes equivalency),2018
White County,0.08,Less than 9th grade,2018
White County,0.09,Bachelor's degree,2018
White County,0.82,Percent high school graduate or higher,2018
Williamson County,0.02,Less than 9th grade,2018
Williamson County,0.14,High school graduate (includes equivalency),2018
Williamson County,141690.00,Population 25 years and over,2018
Williamson County,0.16,"Some college, no degree",2018
Williamson County,0.03,"9th to 12th grade, no diploma",2018
Williamson County,0.22,Graduate or professional degree,2018
Williamson County,0.37,Bachelor's degree,2018
Williamson County,0.59,Percent bachelor's degree or higher,2018
Williamson County,0.07,Associate's degree,2018
Williamson County,0.96,Percent high school graduate or higher,2018
Wilson County,0.21,Bachelor's degree,2018
Wilson County,0.22,"Some college, no degree",2018
Wilson County,0.30,High school graduate (includes equivalency),2018
Wilson County,0.03,Less than 9th grade,2018
Wilson County,0.31,Percent bachelor's degree or higher,2018
Wilson County,0.06,"9th to 12th grade, no diploma",2018
Wilson County,0.08,Associate's degree,2018
Wilson County,0.09,Graduate or professional degree,2018
Wilson County,90948.00,Population 25 years and over,2018
Wilson County,0.91,Percent high school graduate or higher,2018
Anderson County,0.11,Graduate or professional degree,2019
Anderson County,0.13,Bachelor's degree,2019
Anderson County,0.23,"Some college, no degree",2019
Anderson County,0.33,High school graduate (includes equivalency),2019
Anderson County,0.05,Less than 9th grade,2019
Anderson County,54265.00,Population 25 years and over,2019
Anderson County,0.08,"9th to 12th grade, no diploma",2019
Anderson County,0.08,Associate's degree,2019
Anderson County,0.87,High school graduate or higher,2019
Bedford County,0.11,"9th to 12th grade, no diploma",2019
Bedford County,0.12,Bachelor's degree,2019
Bedford County,0.18,"Some college, no degree",2019
Bedford County,32037.00,Population 25 years and over,2019
Bedford County,0.41,High school graduate (includes equivalency),2019
Bedford County,0.05,Graduate or professional degree,2019
Bedford County,0.06,Associate's degree,2019
Bedford County,0.07,Less than 9th grade,2019
Bedford County,0.82,High school graduate or higher,2019
Benton County,11802.00,Population 25 years and over,2019
Benton County,0.11,"9th to 12th grade, no diploma",2019
Benton County,0.19,"Some college, no degree",2019
Benton County,0.05,Graduate or professional degree,2019
Benton County,0.05,Associate's degree,2019
Benton County,0.46,High school graduate (includes equivalency),2019
Benton County,0.06,Less than 9th grade,2019
Benton County,0.08,Bachelor's degree,2019
Benton County,0.82,High school graduate or higher,2019
Bledsoe County,0.10,Less than 9th grade,2019
Bledsoe County,11032.00,Population 25 years and over,2019
Bledsoe County,0.14,"9th to 12th grade, no diploma",2019
Bledsoe County,0.17,"Some college, no degree",2019
Bledsoe County,0.40,High school graduate (includes equivalency),2019
Bledsoe County,0.04,Graduate or professional degree,2019
Bledsoe County,0.07,Associate's degree,2019
Bledsoe County,0.08,Bachelor's degree,2019
Bledsoe County,0.76,High school graduate or higher,2019
Blount County,0.16,Bachelor's degree,2019
Blount County,0.22,"Some college, no degree",2019
Blount County,0.04,Less than 9th grade,2019
Blount County,0.35,High school graduate (includes equivalency),2019
Blount County,0.07,"9th to 12th grade, no diploma",2019
Blount County,0.08,Associate's degree,2019
Blount County,0.09,Graduate or professional degree,2019
Blount County,0.89,High school graduate or higher,2019
Blount County,92995.00,Population 25 years and over,2019
Bradley County,0.14,Bachelor's degree,2019
Bradley County,0.23,"Some college, no degree",2019
Bradley County,0.32,High school graduate (includes equivalency),2019
Bradley County,0.06,Less than 9th grade,2019
Bradley County,72026.00,Population 25 years and over,2019
Bradley County,0.08,Graduate or professional degree,2019
Bradley County,0.08,Associate's degree,2019
Bradley County,0.85,High school graduate or higher,2019
Bradley County,0.09,"9th to 12th grade, no diploma",2019
Campbell County,0.14,"9th to 12th grade, no diploma",2019
Campbell County,0.18,"Some college, no degree",2019
Campbell County,28665.00,Population 25 years and over,2019
Campbell County,0.04,Graduate or professional degree,2019
Campbell County,0.41,High school graduate (includes equivalency),2019
Campbell County,0.06,Associate's degree,2019
Campbell County,0.77,High school graduate or higher,2019
Campbell County,0.08,Bachelor's degree,2019
Campbell County,0.09,Less than 9th grade,2019
Cannon County,10139.00,Population 25 years and over,2019
Cannon County,0.10,"9th to 12th grade, no diploma",2019
Cannon County,0.18,"Some college, no degree",2019
Cannon County,0.46,High school graduate (includes equivalency),2019
Cannon County,0.05,Less than 9th grade,2019
Cannon County,0.05,Associate's degree,2019
Cannon County,0.06,Graduate or professional degree,2019
Cannon County,0.85,High school graduate or higher,2019
Cannon County,0.10,Bachelor's degree,2019
Carroll County,0.11,Bachelor's degree,2019
Carroll County,19286.00,Population 25 years and over,2019
Carroll County,0.19,"Some college, no degree",2019
Carroll County,0.05,Associate's degree,2019
Carroll County,0.42,High school graduate (includes equivalency),2019
Carroll County,0.07,Less than 9th grade,2019
Carroll County,0.07,Graduate or professional degree,2019
Carroll County,0.84,High school graduate or higher,2019
Carroll County,0.09,"9th to 12th grade, no diploma",2019
Carter County,0.11,"9th to 12th grade, no diploma",2019
Carter County,0.11,Bachelor's degree,2019
Carter County,0.21,"Some college, no degree",2019
Carter County,0.39,High school graduate (includes equivalency),2019
Carter County,41969.00,Population 25 years and over,2019
Carter County,0.06,Less than 9th grade,2019
Carter County,0.06,Associate's degree,2019
Carter County,0.06,Graduate or professional degree,2019
Carter County,0.84,High school graduate or higher,2019
Cheatham County,0.14,Bachelor's degree,2019
Cheatham County,0.21,"Some college, no degree",2019
Cheatham County,28231.00,Population 25 years and over,2019
Cheatham County,0.04,Less than 9th grade,2019
Cheatham County,0.37,High school graduate (includes equivalency),2019
Cheatham County,0.07,Graduate or professional degree,2019
Cheatham County,0.08,Associate's degree,2019
Cheatham County,0.87,High school graduate or higher,2019
Cheatham County,0.09,"9th to 12th grade, no diploma",2019
Chester County,11091.00,Population 25 years and over,2019
Chester County,0.11,"9th to 12th grade, no diploma",2019
Chester County,0.24,"Some college, no degree",2019
Chester County,0.04,Less than 9th grade,2019
Chester County,0.39,High school graduate (includes equivalency),2019
Chester County,0.06,Associate's degree,2019
Chester County,0.07,Graduate or professional degree,2019
Chester County,0.85,High school graduate or higher,2019
Chester County,0.10,Bachelor's degree,2019
Claiborne County,0.10,Less than 9th grade,2019
Claiborne County,0.19,"Some college, no degree",2019
Claiborne County,22722.00,Population 25 years and over,2019
Claiborne County,0.38,High school graduate (includes equivalency),2019
Claiborne County,0.06,Graduate or professional degree,2019
Claiborne County,0.08,Associate's degree,2019
Claiborne County,0.80,High school graduate or higher,2019
Claiborne County,0.10,"9th to 12th grade, no diploma",2019
Claiborne County,0.10,Bachelor's degree,2019
Clay County,0.10,Less than 9th grade,2019
Clay County,0.15,"Some college, no degree",2019
Clay County,0.05,Graduate or professional degree,2019
Clay County,0.46,High school graduate (includes equivalency),2019
Clay County,5588.00,Population 25 years and over,2019
Clay County,0.05,Associate's degree,2019
Clay County,0.80,High school graduate or higher,2019
Clay County,0.09,"9th to 12th grade, no diploma",2019
Clay County,0.09,Bachelor's degree,2019
Cocke County,0.13,"9th to 12th grade, no diploma",2019
Cocke County,0.16,"Some college, no degree",2019
Cocke County,25774.00,Population 25 years and over,2019
Cocke County,0.04,Graduate or professional degree,2019
Cocke County,0.47,High school graduate (includes equivalency),2019
Cocke County,0.06,Associate's degree,2019
Cocke County,0.07,Bachelor's degree,2019
Cocke County,0.08,Less than 9th grade,2019
Cocke County,0.80,High school graduate or higher,2019
Coffee County,0.13,Bachelor's degree,2019
Coffee County,0.20,"Some college, no degree",2019
Coffee County,37610.00,Population 25 years and over,2019
Coffee County,0.39,High school graduate (includes equivalency),2019
Coffee County,0.05,Less than 9th grade,2019
Coffee County,0.07,Associate's degree,2019
Coffee County,0.08,Graduate or professional degree,2019
Coffee County,0.85,High school graduate or higher,2019
Coffee County,0.09,"9th to 12th grade, no diploma",2019
Crockett County,0.13,"9th to 12th grade, no diploma",2019
Crockett County,0.20,"Some college, no degree",2019
Crockett County,0.41,High school graduate (includes equivalency),2019
Crockett County,0.05,Graduate or professional degree,2019
Crockett County,0.06,Less than 9th grade,2019
Crockett County,0.07,Associate's degree,2019
Crockett County,0.09,Bachelor's degree,2019
Crockett County,0.81,High school graduate or higher,2019
Crockett County,9825.00,Population 25 years and over,2019
Cumberland County,0.11,Bachelor's degree,2019
Cumberland County,0.22,"Some college, no degree",2019
Cumberland County,0.38,High school graduate (includes equivalency),2019
Cumberland County,44938.00,Population 25 years and over,2019
Cumberland County,0.05,Less than 9th grade,2019
Cumberland County,0.07,Graduate or professional degree,2019
Cumberland County,0.08,Associate's degree,2019
Cumberland County,0.86,High school graduate or higher,2019
Cumberland County,0.09,"9th to 12th grade, no diploma",2019
Davidson County,0.16,Graduate or professional degree,2019
Davidson County,0.19,"Some college, no degree",2019
Davidson County,0.22,High school graduate (includes equivalency),2019
Davidson County,0.26,Bachelor's degree,2019
Davidson County,0.04,Less than 9th grade,2019
Davidson County,474362.00,Population 25 years and over,2019
Davidson County,0.06,Associate's degree,2019
Davidson County,0.07,"9th to 12th grade, no diploma",2019
Davidson County,0.89,High school graduate or higher,2019
Decatur County,0.11,Bachelor's degree,2019
Decatur County,0.21,"Some college, no degree",2019
Decatur County,0.04,Graduate or professional degree,2019
Decatur County,0.05,Less than 9th grade,2019
Decatur County,0.42,High school graduate (includes equivalency),2019
Decatur County,0.08,Associate's degree,2019
Decatur County,8379.00,Population 25 years and over,2019
Decatur County,0.86,High school graduate or higher,2019
Decatur County,0.10,"9th to 12th grade, no diploma",2019
DeKalb County,0.12,Bachelor's degree,2019
DeKalb County,0.14,"9th to 12th grade, no diploma",2019
DeKalb County,14120.00,Population 25 years and over,2019
DeKalb County,0.17,"Some college, no degree",2019
DeKalb County,0.41,High school graduate (includes equivalency),2019
DeKalb County,0.05,Graduate or professional degree,2019
DeKalb County,0.06,Associate's degree,2019
DeKalb County,0.06,Less than 9th grade,2019
DeKalb County,0.80,High school graduate or higher,2019
Dickson County,0.10,Bachelor's degree,2019
Dickson County,0.11,"9th to 12th grade, no diploma",2019
Dickson County,0.19,"Some college, no degree",2019
Dickson County,36399.00,Population 25 years and over,2019
Dickson County,0.42,High school graduate (includes equivalency),2019
Dickson County,0.05,Less than 9th grade,2019
Dickson County,0.06,Graduate or professional degree,2019
Dickson County,0.07,Associate's degree,2019
Dickson County,0.84,High school graduate or higher,2019
Dyer County,0.21,"Some college, no degree",2019
Dyer County,25509.00,Population 25 years and over,2019
Dyer County,0.39,High school graduate (includes equivalency),2019
Dyer County,0.06,Graduate or professional degree,2019
Dyer County,0.06,Less than 9th grade,2019
Dyer County,0.08,Associate's degree,2019
Dyer County,0.84,High school graduate or higher,2019
Dyer County,0.10,"9th to 12th grade, no diploma",2019
Dyer County,0.10,Bachelor's degree,2019
Fayette County,0.11,"9th to 12th grade, no diploma",2019
Fayette County,0.15,Bachelor's degree,2019
Fayette County,0.25,"Some college, no degree",2019
Fayette County,29515.00,Population 25 years and over,2019
Fayette County,0.03,Less than 9th grade,2019
Fayette County,0.32,High school graduate (includes equivalency),2019
Fayette County,0.07,Associate's degree,2019
Fayette County,0.08,Graduate or professional degree,2019
Fayette County,0.86,High school graduate or higher,2019
Fentress County,0.12,Bachelor's degree,2019
Fentress County,13023.00,Population 25 years and over,2019
Fentress County,0.17,"Some college, no degree",2019
Fentress County,0.04,Graduate or professional degree,2019
Fentress County,0.44,High school graduate (includes equivalency),2019
Fentress County,0.07,Associate's degree,2019
Fentress County,0.09,"9th to 12th grade, no diploma",2019
Fentress County,0.09,Less than 9th grade,2019
Fentress County,0.83,High school graduate or higher,2019
Franklin County,0.12,Bachelor's degree,2019
Franklin County,0.20,"Some college, no degree",2019
Franklin County,28554.00,Population 25 years and over,2019
Franklin County,0.05,Less than 9th grade,2019
Franklin County,0.40,High school graduate (includes equivalency),2019
Franklin County,0.07,Associate's degree,2019
Franklin County,0.08,"9th to 12th grade, no diploma",2019
Franklin County,0.88,High school graduate or higher,2019
Franklin County,0.09,Graduate or professional degree,2019
Gibson County,0.12,Bachelor's degree,2019
Gibson County,0.21,"Some college, no degree",2019
Gibson County,33418.00,Population 25 years and over,2019
Gibson County,0.39,High school graduate (includes equivalency),2019
Gibson County,0.05,Less than 9th grade,2019
Gibson County,0.06,Graduate or professional degree,2019
Gibson County,0.07,Associate's degree,2019
Gibson County,0.85,High school graduate or higher,2019
Gibson County,0.10,"9th to 12th grade, no diploma",2019
Giles County,0.11,Bachelor's degree,2019
Giles County,0.20,"Some college, no degree",2019
Giles County,20733.00,Population 25 years and over,2019
Giles County,0.43,High school graduate (includes equivalency),2019
Giles County,0.05,Less than 9th grade,2019
Giles County,0.05,Graduate or professional degree,2019
Giles County,0.06,Associate's degree,2019
Giles County,0.86,High school graduate or higher,2019
Giles County,0.09,"9th to 12th grade, no diploma",2019
Grainger County,0.10,Less than 9th grade,2019
Grainger County,0.11,"9th to 12th grade, no diploma",2019
Grainger County,16634.00,Population 25 years and over,2019
Grainger County,0.18,"Some college, no degree",2019
Grainger County,0.03,Graduate or professional degree,2019
Grainger County,0.43,High school graduate (includes equivalency),2019
Grainger County,0.07,Associate's degree,2019
Grainger County,0.07,Bachelor's degree,2019
Grainger County,0.79,High school graduate or higher,2019
Greene County,0.10,Bachelor's degree,2019
Greene County,0.20,"Some college, no degree",2019
Greene County,0.42,High school graduate (includes equivalency),2019
Greene County,49755.00,Population 25 years and over,2019
Greene County,0.06,Less than 9th grade,2019
Greene County,0.06,Graduate or professional degree,2019
Greene County,0.06,Associate's degree,2019
Greene County,0.85,High school graduate or higher,2019
Greene County,0.09,"9th to 12th grade, no diploma",2019
Grundy County,0.12,Less than 9th grade,2019
Grundy County,0.14,"Some college, no degree",2019
Grundy County,0.14,"9th to 12th grade, no diploma",2019
Grundy County,0.41,High school graduate (includes equivalency),2019
Grundy County,0.06,Bachelor's degree,2019
Grundy County,0.07,Associate's degree,2019
Grundy County,0.07,Graduate or professional degree,2019
Grundy County,0.74,High school graduate or higher,2019
Grundy County,9408.00,Population 25 years and over,2019
Hamblen County,0.11,Bachelor's degree,2019
Hamblen County,0.11,"9th to 12th grade, no diploma",2019
Hamblen County,0.19,"Some college, no degree",2019
Hamblen County,0.39,High school graduate (includes equivalency),2019
Hamblen County,43898.00,Population 25 years and over,2019
Hamblen County,0.06,Graduate or professional degree,2019
Hamblen County,0.07,Associate's degree,2019
Hamblen County,0.07,Less than 9th grade,2019
Hamblen County,0.81,High school graduate or higher,2019
Hamilton County,0.12,Graduate or professional degree,2019
Hamilton County,0.21,Bachelor's degree,2019
Hamilton County,0.22,"Some college, no degree",2019
Hamilton County,253874.00,Population 25 years and over,2019
Hamilton County,0.27,High school graduate (includes equivalency),2019
Hamilton County,0.04,Less than 9th grade,2019
Hamilton County,0.07,"9th to 12th grade, no diploma",2019
Hamilton County,0.09,Associate's degree,2019
Hamilton County,0.90,High school graduate or higher,2019
Hancock County,0.11,Less than 9th grade,2019
Hancock County,0.12,"9th to 12th grade, no diploma",2019
Hancock County,0.19,"Some college, no degree",2019
Hancock County,4743.00,Population 25 years and over,2019
Hancock County,0.05,Associate's degree,2019
Hancock County,0.05,Bachelor's degree,2019
Hancock County,0.42,High school graduate (includes equivalency),2019
Hancock County,0.06,Graduate or professional degree,2019
Hancock County,0.77,High school graduate or higher,2019
Hardeman County,0.15,"9th to 12th grade, no diploma",2019
Hardeman County,0.17,"Some college, no degree",2019
Hardeman County,18221.00,Population 25 years and over,2019
Hardeman County,0.04,Graduate or professional degree,2019
Hardeman County,0.05,Associate's degree,2019
Hardeman County,0.47,High school graduate (includes equivalency),2019
Hardeman County,0.06,Less than 9th grade,2019
Hardeman County,0.07,Bachelor's degree,2019
Hardeman County,0.80,High school graduate or higher,2019
Hardin County,0.10,Bachelor's degree,2019
Hardin County,0.11,"9th to 12th grade, no diploma",2019
Hardin County,0.17,"Some college, no degree",2019
Hardin County,18560.00,Population 25 years and over,2019
Hardin County,0.05,Graduate or professional degree,2019
Hardin County,0.42,High school graduate (includes equivalency),2019
Hardin County,0.07,Associate's degree,2019
Hardin County,0.08,Less than 9th grade,2019
Hardin County,0.82,High school graduate or higher,2019
Hawkins County,0.20,"Some college, no degree",2019
Hawkins County,0.05,Graduate or professional degree,2019
Hawkins County,40950.00,Population 25 years and over,2019
Hawkins County,0.43,High school graduate (includes equivalency),2019
Hawkins County,0.06,Less than 9th grade,2019
Hawkins County,0.08,Associate's degree,2019
Hawkins County,0.84,High school graduate or higher,2019
Hawkins County,0.09,Bachelor's degree,2019
Hawkins County,0.10,"9th to 12th grade, no diploma",2019
Haywood County,12196.00,Population 25 years and over,2019
Haywood County,0.13,"9th to 12th grade, no diploma",2019
Haywood County,0.20,"Some college, no degree",2019
Haywood County,0.04,Associate's degree,2019
Haywood County,0.47,High school graduate (includes equivalency),2019
Haywood County,0.05,Graduate or professional degree,2019
Haywood County,0.05,Less than 9th grade,2019
Haywood County,0.06,Bachelor's degree,2019
Haywood County,0.82,High school graduate or higher,2019
Henderson County,0.10,Bachelor's degree,2019
Henderson County,0.11,"9th to 12th grade, no diploma",2019
Henderson County,0.18,"Some college, no degree",2019
Henderson County,19449.00,Population 25 years and over,2019
Henderson County,0.04,Graduate or professional degree,2019
Henderson County,0.42,High school graduate (includes equivalency),2019
Henderson County,0.06,Less than 9th grade,2019
Henderson County,0.08,Associate's degree,2019
Henderson County,0.83,High school graduate or higher,2019
Henry County,0.19,"Some college, no degree",2019
Henry County,23380.00,Population 25 years and over,2019
Henry County,0.05,Associate's degree,2019
Henry County,0.46,High school graduate (includes equivalency),2019
Henry County,0.06,Less than 9th grade,2019
Henry County,0.07,Graduate or professional degree,2019
Henry County,0.09,"9th to 12th grade, no diploma",2019
Henry County,0.86,High school graduate or higher,2019
Henry County,0.09,Bachelor's degree,2019
Hickman County,0.15,"9th to 12th grade, no diploma",2019
Hickman County,17463.00,Population 25 years and over,2019
Hickman County,0.18,"Some college, no degree",2019
Hickman County,0.03,Graduate or professional degree,2019
Hickman County,0.44,High school graduate (includes equivalency),2019
Hickman County,0.05,Associate's degree,2019
Hickman County,0.07,Less than 9th grade,2019
Hickman County,0.08,Bachelor's degree,2019
Hickman County,0.79,High school graduate or higher,2019
Houston County,0.13,"Some college, no degree",2019
Houston County,0.16,"9th to 12th grade, no diploma",2019
Houston County,0.04,Associate's degree,2019
Houston County,0.05,Graduate or professional degree,2019
Houston County,0.47,High school graduate (includes equivalency),2019
Houston County,5754.00,Population 25 years and over,2019
Houston County,0.07,Less than 9th grade,2019
Houston County,0.77,High school graduate or higher,2019
Houston County,0.08,Bachelor's degree,2019
Humphreys County,0.12,"9th to 12th grade, no diploma",2019
Humphreys County,13041.00,Population 25 years and over,2019
Humphreys County,0.17,"Some college, no degree",2019
Humphreys County,0.03,Less than 9th grade,2019
Humphreys County,0.48,High school graduate (includes equivalency),2019
Humphreys County,0.05,Associate's degree,2019
Humphreys County,0.06,Graduate or professional degree,2019
Humphreys County,0.08,Bachelor's degree,2019
Humphreys County,0.85,High school graduate or higher,2019
Jackson County,0.11,Less than 9th grade,2019
Jackson County,0.11,"9th to 12th grade, no diploma",2019
Jackson County,0.17,"Some college, no degree",2019
Jackson County,0.04,Graduate or professional degree,2019
Jackson County,0.45,High school graduate (includes equivalency),2019
Jackson County,0.06,Associate's degree,2019
Jackson County,0.08,Bachelor's degree,2019
Jackson County,0.78,High school graduate or higher,2019
Jackson County,8699.00,Population 25 years and over,2019
Jefferson County,0.10,Bachelor's degree,2019
Jefferson County,0.22,"Some college, no degree",2019
Jefferson County,37994.00,Population 25 years and over,2019
Jefferson County,0.39,High school graduate (includes equivalency),2019
Jefferson County,0.06,Less than 9th grade,2019
Jefferson County,0.07,Graduate or professional degree,2019
Jefferson County,0.08,Associate's degree,2019
Jefferson County,0.09,"9th to 12th grade, no diploma",2019
Jefferson County,0.85,High school graduate or higher,2019
Johnson County,0.13,"9th to 12th grade, no diploma",2019
Johnson County,13494.00,Population 25 years and over,2019
Johnson County,0.19,"Some college, no degree",2019
Johnson County,0.04,Graduate or professional degree,2019
Johnson County,0.42,High school graduate (includes equivalency),2019
Johnson County,0.08,Bachelor's degree,2019
Johnson County,0.08,Less than 9th grade,2019
Johnson County,0.80,High school graduate or higher,2019
Johnson County,0.08,Associate's degree,2019
Knox County,0.15,Graduate or professional degree,2019
Knox County,0.03,Less than 9th grade,2019
Knox County,0.21,"Some college, no degree",2019
Knox County,0.22,Bachelor's degree,2019
Knox County,0.25,High school graduate (includes equivalency),2019
Knox County,308366.00,Population 25 years and over,2019
Knox County,0.06,"9th to 12th grade, no diploma",2019
Knox County,0.08,Associate's degree,2019
Knox County,0.92,High school graduate or higher,2019
Lake County,0.17,"Some college, no degree",2019
Lake County,0.17,"9th to 12th grade, no diploma",2019
Lake County,0.03,Graduate or professional degree,2019
Lake County,0.04,Associate's degree,2019
Lake County,0.43,High school graduate (includes equivalency),2019
Lake County,5638.00,Population 25 years and over,2019
Lake County,0.06,Bachelor's degree,2019
Lake County,0.73,High school graduate or higher,2019
Lake County,0.10,Less than 9th grade,2019
Lauderdale County,0.16,"9th to 12th grade, no diploma",2019
Lauderdale County,17752.00,Population 25 years and over,2019
Lauderdale County,0.19,"Some college, no degree",2019
Lauderdale County,0.04,Graduate or professional degree,2019
Lauderdale County,0.05,Associate's degree,2019
Lauderdale County,0.05,Bachelor's degree,2019
Lauderdale County,0.45,High school graduate (includes equivalency),2019
Lauderdale County,0.07,Less than 9th grade,2019
Lauderdale County,0.77,High school graduate or higher,2019
Lawrence County,0.18,"Some college, no degree",2019
Lawrence County,29194.00,Population 25 years and over,2019
Lawrence County,0.44,High school graduate (includes equivalency),2019
Lawrence County,0.06,Graduate or professional degree,2019
Lawrence County,0.07,Associate's degree,2019
Lawrence County,0.08,Less than 9th grade,2019
Lawrence County,0.09,Bachelor's degree,2019
Lawrence County,0.09,"9th to 12th grade, no diploma",2019
Lawrence County,0.83,High school graduate or higher,2019
Lewis County,0.10,"9th to 12th grade, no diploma",2019
Lewis County,0.23,"Some college, no degree",2019
Lewis County,0.04,Graduate or professional degree,2019
Lewis County,0.43,High school graduate (includes equivalency),2019
Lewis County,0.06,Less than 9th grade,2019
Lewis County,0.07,Bachelor's degree,2019
Lewis County,8471.00,Population 25 years and over,2019
Lewis County,0.08,Associate's degree,2019
Lewis County,0.84,High school graduate or higher,2019
Lincoln County,0.11,"9th to 12th grade, no diploma",2019
Lincoln County,0.12,Bachelor's degree,2019
Lincoln County,0.17,"Some college, no degree",2019
Lincoln County,23775.00,Population 25 years and over,2019
Lincoln County,0.41,High school graduate (includes equivalency),2019
Lincoln County,0.05,Less than 9th grade,2019
Lincoln County,0.06,Graduate or professional degree,2019
Lincoln County,0.07,Associate's degree,2019
Lincoln County,0.84,High school graduate or higher,2019
Loudon County,0.17,Bachelor's degree,2019
Loudon County,0.20,"Some college, no degree",2019
Loudon County,0.32,High school graduate (includes equivalency),2019
Loudon County,38291.00,Population 25 years and over,2019
Loudon County,0.06,Less than 9th grade,2019
Loudon County,0.07,Associate's degree,2019
Loudon County,0.08,"9th to 12th grade, no diploma",2019
Loudon County,0.86,High school graduate or higher,2019
Loudon County,0.10,Graduate or professional degree,2019
Macon County,16032.00,Population 25 years and over,2019
Macon County,0.18,"Some college, no degree",2019
Macon County,0.05,Graduate or professional degree,2019
Macon County,0.46,High school graduate (includes equivalency),2019
Macon County,0.06,Bachelor's degree,2019
Macon County,0.06,Associate's degree,2019
Macon County,0.80,High school graduate or higher,2019
Macon County,0.10,"9th to 12th grade, no diploma",2019
Macon County,0.10,Less than 9th grade,2019
Madison County,0.16,Bachelor's degree,2019
Madison County,0.21,"Some college, no degree",2019
Madison County,0.04,Less than 9th grade,2019
Madison County,0.35,High school graduate (includes equivalency),2019
Madison County,65067.00,Population 25 years and over,2019
Madison County,0.07,Associate's degree,2019
Madison County,0.07,"9th to 12th grade, no diploma",2019
Madison County,0.89,High school graduate or higher,2019
Madison County,0.10,Graduate or professional degree,2019
Marion County,0.11,"9th to 12th grade, no diploma",2019
Marion County,20348.00,Population 25 years and over,2019
Marion County,0.22,"Some college, no degree",2019
Marion County,0.39,High school graduate (includes equivalency),2019
Marion County,0.04,Graduate or professional degree,2019
Marion County,0.07,Less than 9th grade,2019
Marion County,0.08,Associate's degree,2019
Marion County,0.09,Bachelor's degree,2019
Marion County,0.82,High school graduate or higher,2019
Marshall County,0.10,Bachelor's degree,2019
Marshall County,0.21,"Some college, no degree",2019
Marshall County,22727.00,Population 25 years and over,2019
Marshall County,0.04,Graduate or professional degree,2019
Marshall County,0.41,High school graduate (includes equivalency),2019
Marshall County,0.05,Less than 9th grade,2019
Marshall County,0.08,Associate's degree,2019
Marshall County,0.85,High school graduate or higher,2019
Marshall County,0.09,"9th to 12th grade, no diploma",2019
Maury County,0.10,Associate's degree,2019
Maury County,0.16,Bachelor's degree,2019
Maury County,0.21,"Some college, no degree",2019
Maury County,0.03,Less than 9th grade,2019
Maury County,0.36,High school graduate (includes equivalency),2019
Maury County,0.07,"9th to 12th grade, no diploma",2019
Maury County,63595.00,Population 25 years and over,2019
Maury County,0.08,Graduate or professional degree,2019
Maury County,0.90,High school graduate or higher,2019
McMinn County,0.11,Bachelor's degree,2019
McMinn County,0.20,"Some college, no degree",2019
McMinn County,37514.00,Population 25 years and over,2019
McMinn County,0.40,High school graduate (includes equivalency),2019
McMinn County,0.05,Graduate or professional degree,2019
McMinn County,0.06,Less than 9th grade,2019
McMinn County,0.08,Associate's degree,2019
McMinn County,0.85,High school graduate or higher,2019
