district_number,district_name,school_number,school_name,subgroup,grad_cohort,dropout_count,dropout_rate
410,Hickman County,0,All Schools,Male,133,3,2.3
410,Hickman County,0,All Schools,Non-Black/Hispanic/Native American,228,6,2.6
410,Hickman County,0,All Schools,Non-Economically Disadvantaged,135,2,1.5
410,Hickman County,0,All Schools,Non-English Learners,249,6,2.4
410,Hickman County,0,All Schools,Non-Students with Disabilities,209,3,1.4
410,Hickman County,0,All Schools,Students with Disabilities,41,3,7.3
410,Hickman County,0,All Schools,White,226,6,2.7
420,Houston County,0,All Schools,All Students,121,6,5
420,Houston County,0,All Schools,Asian,1,,
420,Houston County,0,All Schools,Black or African American,2,,
420,Houston County,0,All Schools,Black/Hispanic/Native American,4,,
420,Houston County,0,All Schools,Economically Disadvantaged,42,2,4.8
420,Houston County,0,All Schools,Female,57,2,3.5
420,Houston County,0,All Schools,Hispanic,2,,
420,Houston County,0,All Schools,Male,64,4,6.2
420,Houston County,0,All Schools,Non-Black/Hispanic/Native American,117,6,5.1
420,Houston County,0,All Schools,Non-Economically Disadvantaged,79,4,5.1
420,Houston County,0,All Schools,Non-English Learners,121,6,5
420,Houston County,0,All Schools,Non-Students with Disabilities,95,4,4.2
420,Houston County,0,All Schools,Students with Disabilities,26,2,7.7
420,Houston County,0,All Schools,White,116,5,4.3
430,Humphreys County,0,All Schools,All Students,183,2,1.1
430,Humphreys County,0,All Schools,American Indian or Alaska Native,2,,
430,Humphreys County,0,All Schools,Asian,2,,
430,Humphreys County,0,All Schools,Black or African American,10,0,0
430,Humphreys County,0,All Schools,Black/Hispanic/Native American,18,0,0
430,Humphreys County,0,All Schools,Economically Disadvantaged,71,1,1.4
430,Humphreys County,0,All Schools,Female,91,0,0
430,Humphreys County,0,All Schools,Hispanic,6,,
430,Humphreys County,0,All Schools,Male,92,2,2.2
430,Humphreys County,0,All Schools,Non-Black/Hispanic/Native American,165,2,1.2
430,Humphreys County,0,All Schools,Non-Economically Disadvantaged,112,1,0.9
430,Humphreys County,0,All Schools,Non-English Learners,183,2,1.1
430,Humphreys County,0,All Schools,Non-Students with Disabilities,152,1,0.7
430,Humphreys County,0,All Schools,Students with Disabilities,31,1,3.2
430,Humphreys County,0,All Schools,White,163,2,1.2
440,Jackson County,0,All Schools,All Students,110,4,3.6
440,Jackson County,0,All Schools,Asian,1,,
440,Jackson County,0,All Schools,Black or African American,1,,
440,Jackson County,0,All Schools,Black/Hispanic/Native American,2,,
440,Jackson County,0,All Schools,Economically Disadvantaged,61,4,6.6
440,Jackson County,0,All Schools,Female,44,1,2.3
440,Jackson County,0,All Schools,Hispanic,1,,
440,Jackson County,0,All Schools,Male,66,3,4.5
440,Jackson County,0,All Schools,Migrant,104,3,2.9
440,Jackson County,0,All Schools,Non-Black/Hispanic/Native American,108,4,3.7
440,Jackson County,0,All Schools,Non-Economically Disadvantaged,49,0,0
440,Jackson County,0,All Schools,Non-English Learners,110,4,3.6
440,Jackson County,0,All Schools,Non-Students with Disabilities,91,2,2.2
440,Jackson County,0,All Schools,Students with Disabilities,19,2,10.5
440,Jackson County,0,All Schools,White,107,4,3.7
450,Jefferson County,0,All Schools,All Students,495,11,2.2
450,Jefferson County,0,All Schools,American Indian or Alaska Native,2,,
450,Jefferson County,0,All Schools,Asian,10,0,0
450,Jefferson County,0,All Schools,Black or African American,16,1,6.2
450,Jefferson County,0,All Schools,Black/Hispanic/Native American,58,1,1.7
450,Jefferson County,0,All Schools,Economically Disadvantaged,229,8,3.5
450,Jefferson County,0,All Schools,English Learners,10,0,0
450,Jefferson County,0,All Schools,Female,232,6,2.6
450,Jefferson County,0,All Schools,Hispanic,40,0,0
450,Jefferson County,0,All Schools,Male,263,5,1.9
450,Jefferson County,0,All Schools,Migrant,2,,
450,Jefferson County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
450,Jefferson County,0,All Schools,Non-Black/Hispanic/Native American,437,10,2.3
450,Jefferson County,0,All Schools,Non-Economically Disadvantaged,266,3,1.1
450,Jefferson County,0,All Schools,Non-English Learners,485,11,2.3
450,Jefferson County,0,All Schools,Non-Students with Disabilities,430,8,1.9
450,Jefferson County,0,All Schools,Students with Disabilities,65,3,4.6
450,Jefferson County,0,All Schools,White,426,10,2.3
460,Johnson County,0,All Schools,All Students,134,2,1.5
460,Johnson County,0,All Schools,Black or African American,0,,
460,Johnson County,0,All Schools,Black/Hispanic/Native American,4,,
460,Johnson County,0,All Schools,Economically Disadvantaged,61,1,1.6
460,Johnson County,0,All Schools,English Learners,2,,
460,Johnson County,0,All Schools,Female,58,0,0
460,Johnson County,0,All Schools,Hispanic,4,,
460,Johnson County,0,All Schools,Male,76,2,2.6
460,Johnson County,0,All Schools,Migrant,1,,
460,Johnson County,0,All Schools,Non-Black/Hispanic/Native American,130,1,0.8
460,Johnson County,0,All Schools,Non-Economically Disadvantaged,73,1,1.4
460,Johnson County,0,All Schools,Non-English Learners,132,1,0.8
460,Johnson County,0,All Schools,Non-Students with Disabilities,107,2,1.9
460,Johnson County,0,All Schools,Students with Disabilities,27,0,0
460,Johnson County,0,All Schools,White,130,1,0.8
470,Knox County,0,All Schools,All Students,4349,213,4.9
470,Knox County,0,All Schools,American Indian or Alaska Native,19,0,0
470,Knox County,0,All Schools,Asian,117,1,0.9
470,Knox County,0,All Schools,Black or African American,721,47,6.5
470,Knox County,0,All Schools,Black/Hispanic/Native American,1050,75,7.1
470,Knox County,0,All Schools,Economically Disadvantaged,1287,131,10.2
470,Knox County,0,All Schools,English Learners,156,24,15.4
470,Knox County,0,All Schools,Female,2087,62,3
470,Knox County,0,All Schools,Hispanic,310,28,9
470,Knox County,0,All Schools,Male,2262,151,6.7
470,Knox County,0,All Schools,Migrant,3,,
470,Knox County,0,All Schools,Native Hawaiian or Other Pacific Islander,18,1,5.6
470,Knox County,0,All Schools,Non-Black/Hispanic/Native American,3299,138,4.2
470,Knox County,0,All Schools,Non-Economically Disadvantaged,3062,82,2.7
470,Knox County,0,All Schools,Non-English Learners,4193,189,4.5
470,Knox County,0,All Schools,Non-Students with Disabilities,3734,154,4.1
470,Knox County,0,All Schools,Students with Disabilities,615,59,9.6
470,Knox County,0,All Schools,White,3164,136,4.3
480,Lake County,0,All Schools,All Students,46,3,6.5
480,Lake County,0,All Schools,Black or African American,18,1,5.6
480,Lake County,0,All Schools,Black/Hispanic/Native American,19,1,5.3
480,Lake County,0,All Schools,Economically Disadvantaged,31,3,9.7
480,Lake County,0,All Schools,Female,24,0,0
480,Lake County,0,All Schools,Hispanic,1,,
480,Lake County,0,All Schools,Male,22,3,13.6
480,Lake County,0,All Schools,Non-Black/Hispanic/Native American,27,2,7.4
480,Lake County,0,All Schools,Non-Economically Disadvantaged,15,0,0
480,Lake County,0,All Schools,Non-English Learners,46,3,6.5
480,Lake County,0,All Schools,Non-Students with Disabilities,39,3,7.7
480,Lake County,0,All Schools,Students with Disabilities,7,,
480,Lake County,0,All Schools,White,27,2,7.4
490,Lauderdale County,0,All Schools,All Students,276,3,1.1
490,Lauderdale County,0,All Schools,American Indian or Alaska Native,1,,
490,Lauderdale County,0,All Schools,Asian,1,,
490,Lauderdale County,0,All Schools,Black or African American,127,1,0.8
490,Lauderdale County,0,All Schools,Black/Hispanic/Native American,138,2,1.4
490,Lauderdale County,0,All Schools,Economically Disadvantaged,148,2,1.4
490,Lauderdale County,0,All Schools,English Learners,5,,
490,Lauderdale County,0,All Schools,Female,134,1,0.7
490,Lauderdale County,0,All Schools,Hispanic,10,1,10
490,Lauderdale County,0,All Schools,Male,142,2,1.4
490,Lauderdale County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
490,Lauderdale County,0,All Schools,Non-Black/Hispanic/Native American,138,1,0.7
490,Lauderdale County,0,All Schools,Non-Economically Disadvantaged,128,1,0.8
490,Lauderdale County,0,All Schools,Non-English Learners,271,2,0.7
490,Lauderdale County,0,All Schools,Non-Students with Disabilities,240,2,0.8
490,Lauderdale County,0,All Schools,Students with Disabilities,36,1,2.8
490,Lauderdale County,0,All Schools,White,136,1,0.7
500,Lawrence County,0,All Schools,All Students,555,8,1.4
500,Lawrence County,0,All Schools,Asian,1,,
500,Lawrence County,0,All Schools,Black or African American,19,1,5.3
500,Lawrence County,0,All Schools,Black/Hispanic/Native American,32,2,6.2
500,Lawrence County,0,All Schools,Economically Disadvantaged,233,3,1.3
500,Lawrence County,0,All Schools,English Learners,6,,
500,Lawrence County,0,All Schools,Female,281,1,0.4
500,Lawrence County,0,All Schools,Hispanic,13,1,7.7
500,Lawrence County,0,All Schools,Male,274,7,2.6
500,Lawrence County,0,All Schools,Migrant,1,,
500,Lawrence County,0,All Schools,Non-Black/Hispanic/Native American,523,6,1.1
500,Lawrence County,0,All Schools,Non-Economically Disadvantaged,322,5,1.6
500,Lawrence County,0,All Schools,Non-English Learners,549,6,1.1
500,Lawrence County,0,All Schools,Non-Students with Disabilities,482,7,1.5
500,Lawrence County,0,All Schools,Students with Disabilities,73,1,1.4
500,Lawrence County,0,All Schools,White,522,6,1.1
510,Lewis County,0,All Schools,All Students,114,5,4.4
510,Lewis County,0,All Schools,American Indian or Alaska Native,1,,
510,Lewis County,0,All Schools,Black or African American,3,,
510,Lewis County,0,All Schools,Black/Hispanic/Native American,9,,
510,Lewis County,0,All Schools,Economically Disadvantaged,49,4,8.2
510,Lewis County,0,All Schools,English Learners,0,,
510,Lewis County,0,All Schools,Female,52,3,5.8
510,Lewis County,0,All Schools,Hispanic,5,,
510,Lewis County,0,All Schools,Male,62,2,3.2
510,Lewis County,0,All Schools,Non-Black/Hispanic/Native American,105,5,4.8
510,Lewis County,0,All Schools,Non-Economically Disadvantaged,65,1,1.5
510,Lewis County,0,All Schools,Non-English Learners,114,5,4.4
510,Lewis County,0,All Schools,Non-Students with Disabilities,100,3,3
510,Lewis County,0,All Schools,Students with Disabilities,14,2,14.3
510,Lewis County,0,All Schools,White,105,5,4.8
520,Lincoln County,0,All Schools,All Students,272,12,4.4
520,Lincoln County,0,All Schools,American Indian or Alaska Native,1,,
520,Lincoln County,0,All Schools,Asian,2,,
520,Lincoln County,0,All Schools,Black or African American,11,3,27.3
520,Lincoln County,0,All Schools,Black/Hispanic/Native American,32,4,12.5
520,Lincoln County,0,All Schools,Economically Disadvantaged,94,7,7.4
520,Lincoln County,0,All Schools,English Learners,6,,
520,Lincoln County,0,All Schools,Female,135,2,1.5
520,Lincoln County,0,All Schools,Hispanic,20,1,5
520,Lincoln County,0,All Schools,Male,137,10,7.3
520,Lincoln County,0,All Schools,Non-Black/Hispanic/Native American,240,8,3.3
520,Lincoln County,0,All Schools,Non-Economically Disadvantaged,178,5,2.8
520,Lincoln County,0,All Schools,Non-English Learners,266,12,4.5
520,Lincoln County,0,All Schools,Non-Students with Disabilities,237,10,4.2
520,Lincoln County,0,All Schools,Students with Disabilities,35,2,5.7
520,Lincoln County,0,All Schools,White,238,8,3.4
521,Fayetteville,0,All Schools,All Students,81,2,2.5
521,Fayetteville,0,All Schools,Black or African American,35,2,5.7
521,Fayetteville,0,All Schools,Black/Hispanic/Native American,37,2,5.4
521,Fayetteville,0,All Schools,Economically Disadvantaged,31,2,6.5
521,Fayetteville,0,All Schools,English Learners,2,,
521,Fayetteville,0,All Schools,Female,42,0,0
521,Fayetteville,0,All Schools,Hispanic,2,,
521,Fayetteville,0,All Schools,Male,39,2,5.1
521,Fayetteville,0,All Schools,Non-Black/Hispanic/Native American,44,0,0
521,Fayetteville,0,All Schools,Non-Economically Disadvantaged,50,0,0
521,Fayetteville,0,All Schools,Non-English Learners,79,2,2.5
521,Fayetteville,0,All Schools,Non-Students with Disabilities,74,2,2.7
521,Fayetteville,0,All Schools,Students with Disabilities,7,,
521,Fayetteville,0,All Schools,White,44,0,0
530,Loudon County,0,All Schools,All Students,258,8,3.1
530,Loudon County,0,All Schools,Asian,0,,
530,Loudon County,0,All Schools,Black or African American,10,1,10
530,Loudon County,0,All Schools,Black/Hispanic/Native American,40,2,5
530,Loudon County,0,All Schools,Economically Disadvantaged,66,5,7.6
530,Loudon County,0,All Schools,English Learners,11,1,9.1
530,Loudon County,0,All Schools,Female,118,4,3.4
530,Loudon County,0,All Schools,Hispanic,30,1,3.3
530,Loudon County,0,All Schools,Male,140,4,2.9
530,Loudon County,0,All Schools,Non-Black/Hispanic/Native American,218,6,2.8
530,Loudon County,0,All Schools,Non-Economically Disadvantaged,192,3,1.6
530,Loudon County,0,All Schools,Non-English Learners,247,7,2.8
530,Loudon County,0,All Schools,Non-Students with Disabilities,218,6,2.8
530,Loudon County,0,All Schools,Students with Disabilities,40,2,5
530,Loudon County,0,All Schools,White,218,6,2.8
531,Lenoir City,0,All Schools,All Students,273,13,4.8
531,Lenoir City,0,All Schools,American Indian or Alaska Native,1,,
531,Lenoir City,0,All Schools,Asian,3,,
531,Lenoir City,0,All Schools,Black or African American,5,,
531,Lenoir City,0,All Schools,Black/Hispanic/Native American,53,5,9.4
531,Lenoir City,0,All Schools,Economically Disadvantaged,88,9,10.2
531,Lenoir City,0,All Schools,English Learners,16,1,6.2
531,Lenoir City,0,All Schools,Female,116,6,5.2
531,Lenoir City,0,All Schools,Hispanic,47,4,8.5
531,Lenoir City,0,All Schools,Male,157,7,4.5
531,Lenoir City,0,All Schools,Migrant,1,,
531,Lenoir City,0,All Schools,Non-Black/Hispanic/Native American,220,8,3.6
531,Lenoir City,0,All Schools,Non-Economically Disadvantaged,185,4,2.2
531,Lenoir City,0,All Schools,Non-English Learners,257,12,4.7
531,Lenoir City,0,All Schools,Non-Students with Disabilities,234,8,3.4
531,Lenoir City,0,All Schools,Students with Disabilities,39,5,12.8
531,Lenoir City,0,All Schools,White,217,8,3.7
540,McMinn County,0,All Schools,All Students,508,20,3.9
540,McMinn County,0,All Schools,American Indian or Alaska Native,2,,
540,McMinn County,0,All Schools,Asian,5,,
540,McMinn County,0,All Schools,Black or African American,26,1,3.8
540,McMinn County,0,All Schools,Black/Hispanic/Native American,63,4,6.3
540,McMinn County,0,All Schools,Economically Disadvantaged,210,14,6.7
540,McMinn County,0,All Schools,English Learners,8,,
540,McMinn County,0,All Schools,Female,253,4,1.6
540,McMinn County,0,All Schools,Hispanic,35,3,8.6
540,McMinn County,0,All Schools,Male,255,16,6.3
540,McMinn County,0,All Schools,Native Hawaiian or Other Pacific Islander,0,,
540,McMinn County,0,All Schools,Non-Black/Hispanic/Native American,445,16,3.6
540,McMinn County,0,All Schools,Non-Economically Disadvantaged,298,6,2
540,McMinn County,0,All Schools,Non-English Learners,500,19,3.8
540,McMinn County,0,All Schools,Non-Students with Disabilities,450,16,3.6
540,McMinn County,0,All Schools,Students with Disabilities,58,4,6.9
540,McMinn County,0,All Schools,White,440,16,3.6
550,McNairy County,0,All Schools,All Students,326,13,4
550,McNairy County,0,All Schools,American Indian or Alaska Native,2,,
550,McNairy County,0,All Schools,Asian,3,,
550,McNairy County,0,All Schools,Black or African American,39,4,10.3
550,McNairy County,0,All Schools,Black/Hispanic/Native American,49,5,10.2
550,McNairy County,0,All Schools,Economically Disadvantaged,162,11,6.8
550,McNairy County,0,All Schools,Female,142,6,4.2
550,McNairy County,0,All Schools,Hispanic,8,,
550,McNairy County,0,All Schools,Male,184,7,3.8
550,McNairy County,0,All Schools,Non-Black/Hispanic/Native American,277,8,2.9
550,McNairy County,0,All Schools,Non-Economically Disadvantaged,164,2,1.2
550,McNairy County,0,All Schools,Non-English Learners,326,13,4
550,McNairy County,0,All Schools,Non-Students with Disabilities,282,9,3.2
550,McNairy County,0,All Schools,Students with Disabilities,44,4,9.1
550,McNairy County,0,All Schools,White,274,8,2.9
560,Macon County,0,All Schools,All Students,275,21,7.6
560,Macon County,0,All Schools,American Indian or Alaska Native,0,,
560,Macon County,0,All Schools,Asian,1,,
560,Macon County,0,All Schools,Black or African American,0,,
560,Macon County,0,All Schools,Black/Hispanic/Native American,25,3,12
560,Macon County,0,All Schools,Economically Disadvantaged,117,17,14.5
560,Macon County,0,All Schools,English Learners,8,,
560,Macon County,0,All Schools,Female,133,12,9
560,Macon County,0,All Schools,Hispanic,25,3,12
560,Macon County,0,All Schools,Male,142,9,6.3
560,Macon County,0,All Schools,Migrant,2,,
560,Macon County,0,All Schools,Non-Black/Hispanic/Native American,250,18,7.2
560,Macon County,0,All Schools,Non-Economically Disadvantaged,158,4,2.5
560,Macon County,0,All Schools,Non-English Learners,267,20,7.5
560,Macon County,0,All Schools,Non-Students with Disabilities,240,16,6.7
560,Macon County,0,All Schools,Students with Disabilities,35,5,14.3
560,Macon County,0,All Schools,White,249,18,7.2
570,Madison County,0,All Schools,All Students,878,69,7.9
570,Madison County,0,All Schools,American Indian or Alaska Native,3,,
570,Madison County,0,All Schools,Asian,9,,
570,Madison County,0,All Schools,Black or African American,549,41,7.5
570,Madison County,0,All Schools,Black/Hispanic/Native American,606,46,7.6
570,Madison County,0,All Schools,Economically Disadvantaged,460,49,10.7
570,Madison County,0,All Schools,English Learners,21,5,23.8
570,Madison County,0,All Schools,Female,429,24,5.6
570,Madison County,0,All Schools,Hispanic,54,5,9.3
570,Madison County,0,All Schools,Male,449,45,10
570,Madison County,0,All Schools,Migrant,1,,
570,Madison County,0,All Schools,Non-Black/Hispanic/Native American,272,23,8.5
570,Madison County,0,All Schools,Non-Economically Disadvantaged,418,20,4.8
570,Madison County,0,All Schools,Non-English Learners,857,64,7.5
570,Madison County,0,All Schools,Non-Students with Disabilities,747,51,6.8
570,Madison County,0,All Schools,Students with Disabilities,131,18,13.7
570,Madison County,0,All Schools,White,263,23,8.7
580,Marion County,0,All Schools,All Students,286,27,9.4
580,Marion County,0,All Schools,American Indian or Alaska Native,1,,
580,Marion County,0,All Schools,Asian,2,,
580,Marion County,0,All Schools,Black or African American,13,1,7.7
580,Marion County,0,All Schools,Black/Hispanic/Native American,19,1,5.3
580,Marion County,0,All Schools,Economically Disadvantaged,130,20,15.4
580,Marion County,0,All Schools,Female,127,12,9.4
580,Marion County,0,All Schools,Hispanic,5,,
580,Marion County,0,All Schools,Male,159,15,9.4
580,Marion County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
580,Marion County,0,All Schools,Non-Black/Hispanic/Native American,267,26,9.7
580,Marion County,0,All Schools,Non-Economically Disadvantaged,156,7,4.5
580,Marion County,0,All Schools,Non-English Learners,286,27,9.4
580,Marion County,0,All Schools,Non-Students with Disabilities,248,17,6.9
580,Marion County,0,All Schools,Students with Disabilities,38,10,26.3
580,Marion County,0,All Schools,White,264,26,9.8
581,Richard City,0,All Schools,All Students,22,1,4.5
581,Richard City,0,All Schools,Black or African American,1,,
581,Richard City,0,All Schools,Black/Hispanic/Native American,2,,
581,Richard City,0,All Schools,Economically Disadvantaged,10,0,0
581,Richard City,0,All Schools,English Learners,0,,
581,Richard City,0,All Schools,Female,17,1,5.9
581,Richard City,0,All Schools,Hispanic,1,,
581,Richard City,0,All Schools,Male,5,,
581,Richard City,0,All Schools,Non-Black/Hispanic/Native American,20,1,5
581,Richard City,0,All Schools,Non-Economically Disadvantaged,12,1,8.3
581,Richard City,0,All Schools,Non-English Learners,22,1,4.5
581,Richard City,0,All Schools,Non-Students with Disabilities,20,1,5
581,Richard City,0,All Schools,Students with Disabilities,2,,
581,Richard City,0,All Schools,White,20,1,5
590,Marshall County,0,All Schools,All Students,416,15,3.6
590,Marshall County,0,All Schools,Asian,3,,
590,Marshall County,0,All Schools,Black or African American,36,1,2.8
590,Marshall County,0,All Schools,Black/Hispanic/Native American,77,4,5.2
590,Marshall County,0,All Schools,Economically Disadvantaged,132,11,8.3
590,Marshall County,0,All Schools,English Learners,4,,
590,Marshall County,0,All Schools,Female,201,9,4.5
590,Marshall County,0,All Schools,Hispanic,41,3,7.3
590,Marshall County,0,All Schools,Male,215,6,2.8
590,Marshall County,0,All Schools,Migrant,0,,
590,Marshall County,0,All Schools,Non-Black/Hispanic/Native American,339,11,3.2
590,Marshall County,0,All Schools,Non-Economically Disadvantaged,284,4,1.4
590,Marshall County,0,All Schools,Non-English Learners,412,13,3.2
590,Marshall County,0,All Schools,Non-Students with Disabilities,380,9,2.4
590,Marshall County,0,All Schools,Students with Disabilities,36,6,16.7
590,Marshall County,0,All Schools,White,336,11,3.3
600,Maury County,0,All Schools,All Students,871,59,6.8
600,Maury County,0,All Schools,American Indian or Alaska Native,0,,
600,Maury County,0,All Schools,Asian,13,0,0
600,Maury County,0,All Schools,Black or African American,151,10,6.6
600,Maury County,0,All Schools,Black/Hispanic/Native American,218,16,7.3
600,Maury County,0,All Schools,Economically Disadvantaged,310,35,11.3
600,Maury County,0,All Schools,English Learners,18,5,27.8
600,Maury County,0,All Schools,Female,427,25,5.9
600,Maury County,0,All Schools,Hispanic,67,6,9
600,Maury County,0,All Schools,Male,444,34,7.7
600,Maury County,0,All Schools,Native Hawaiian or Other Pacific Islander,2,,
600,Maury County,0,All Schools,Non-Black/Hispanic/Native American,653,43,6.6
600,Maury County,0,All Schools,Non-Economically Disadvantaged,561,24,4.3
600,Maury County,0,All Schools,Non-English Learners,853,54,6.3
600,Maury County,0,All Schools,Non-Students with Disabilities,744,41,5.5
600,Maury County,0,All Schools,Students with Disabilities,127,18,14.2
600,Maury County,0,All Schools,White,638,43,6.7
610,Meigs County,0,All Schools,All Students,124,0,0
610,Meigs County,0,All Schools,Asian,0,,
610,Meigs County,0,All Schools,Black or African American,2,,
610,Meigs County,0,All Schools,Black/Hispanic/Native American,4,,
610,Meigs County,0,All Schools,Economically Disadvantaged,54,0,0
610,Meigs County,0,All Schools,Female,50,0,0
610,Meigs County,0,All Schools,Hispanic,2,,
610,Meigs County,0,All Schools,Male,74,0,0
610,Meigs County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
610,Meigs County,0,All Schools,Non-Black/Hispanic/Native American,120,0,0
610,Meigs County,0,All Schools,Non-Economically Disadvantaged,70,0,0
610,Meigs County,0,All Schools,Non-English Learners,124,0,0
610,Meigs County,0,All Schools,Non-Students with Disabilities,108,0,0
610,Meigs County,0,All Schools,Students with Disabilities,16,0,0
610,Meigs County,0,All Schools,White,119,0,0
620,Monroe County,0,All Schools,All Students,525,24,4.6
620,Monroe County,0,All Schools,American Indian or Alaska Native,0,,
620,Monroe County,0,All Schools,Asian,7,,
620,Monroe County,0,All Schools,Black or African American,16,0,0
620,Monroe County,0,All Schools,Black/Hispanic/Native American,51,2,3.9
620,Monroe County,0,All Schools,Economically Disadvantaged,171,10,5.8
620,Monroe County,0,All Schools,English Learners,11,1,9.1
620,Monroe County,0,All Schools,Female,236,8,3.4
620,Monroe County,0,All Schools,Hispanic,35,2,5.7
620,Monroe County,0,All Schools,Male,289,16,5.5
620,Monroe County,0,All Schools,Native Hawaiian or Other Pacific Islander,2,,
620,Monroe County,0,All Schools,Non-Black/Hispanic/Native American,474,22,4.6
620,Monroe County,0,All Schools,Non-Economically Disadvantaged,354,14,4
620,Monroe County,0,All Schools,Non-English Learners,514,23,4.5
620,Monroe County,0,All Schools,Non-Students with Disabilities,445,20,4.5
620,Monroe County,0,All Schools,Students with Disabilities,80,4,5
620,Monroe County,0,All Schools,White,465,21,4.5
630,Montgomery County,0,All Schools,All Students,2392,59,2.5
630,Montgomery County,0,All Schools,American Indian or Alaska Native,22,1,4.5
630,Montgomery County,0,All Schools,Asian,67,1,1.5
630,Montgomery County,0,All Schools,Black or African American,717,16,2.2
630,Montgomery County,0,All Schools,Black/Hispanic/Native American,1033,29,2.8
630,Montgomery County,0,All Schools,Economically Disadvantaged,815,36,4.4
630,Montgomery County,0,All Schools,English Learners,65,6,9.2
630,Montgomery County,0,All Schools,Female,1188,21,1.8
630,Montgomery County,0,All Schools,Hispanic,294,12,4.1
630,Montgomery County,0,All Schools,Male,1204,38,3.2
630,Montgomery County,0,All Schools,Migrant,2,,
630,Montgomery County,0,All Schools,Native Hawaiian or Other Pacific Islander,26,0,0
630,Montgomery County,0,All Schools,Non-Black/Hispanic/Native American,1359,30,2.2
630,Montgomery County,0,All Schools,Non-Economically Disadvantaged,1577,23,1.5
630,Montgomery County,0,All Schools,Non-English Learners,2327,53,2.3
630,Montgomery County,0,All Schools,Non-Students with Disabilities,2075,36,1.7
630,Montgomery County,0,All Schools,Students with Disabilities,317,23,7.3
630,Montgomery County,0,All Schools,White,1266,29,2.3
640,Moore County,0,All Schools,All Students,70,1,1.4
640,Moore County,0,All Schools,Black or African American,2,,
640,Moore County,0,All Schools,Black/Hispanic/Native American,4,,
640,Moore County,0,All Schools,Economically Disadvantaged,21,1,4.8
640,Moore County,0,All Schools,Female,32,1,3.1
640,Moore County,0,All Schools,Hispanic,2,,
640,Moore County,0,All Schools,Male,38,0,0
640,Moore County,0,All Schools,Native Hawaiian or Other Pacific Islander,1,,
640,Moore County,0,All Schools,Non-Black/Hispanic/Native American,66,1,1.5
640,Moore County,0,All Schools,Non-Economically Disadvantaged,49,0,0
640,Moore County,0,All Schools,Non-English Learners,70,1,1.4
640,Moore County,0,All Schools,Non-Students with Disabilities,66,1,1.5
640,Moore County,0,All Schools,Students with Disabilities,4,,
640,Moore County,0,All Schools,White,65,1,1.5
650,Morgan County,0,All Schools,All Students,236,0,0
650,Morgan County,0,All Schools,American Indian or Alaska Native,1,,
650,Morgan County,0,All Schools,Asian,1,,
650,Morgan County,0,All Schools,Black or African American,4,,
650,Morgan County,0,All Schools,Black/Hispanic/Native American,5,,
650,Morgan County,0,All Schools,Economically Disadvantaged,116,0,0
650,Morgan County,0,All Schools,Female,119,0,0
650,Morgan County,0,All Schools,Hispanic,0,,
650,Morgan County,0,All Schools,Male,117,0,0
650,Morgan County,0,All Schools,Native Hawaiian or Other Pacific Islander,0,,
650,Morgan County,0,All Schools,Non-Black/Hispanic/Native American,231,0,0
650,Morgan County,0,All Schools,Non-Economically Disadvantaged,120,0,0
650,Morgan County,0,All Schools,Non-English Learners,236,0,0
650,Morgan County,0,All Schools,Non-Students with Disabilities,200,0,0
650,Morgan County,0,All Schools,Students with Disabilities,36,0,0
650,Morgan County,0,All Schools,White,230,0,0
660,Obion County,0,All Schools,All Students,240,26,10.8
660,Obion County,0,All Schools,Asian,2,,
660,Obion County,0,All Schools,Black or African American,22,2,9.1
660,Obion County,0,All Schools,Black/Hispanic/Native American,33,4,12.1
660,Obion County,0,All Schools,Economically Disadvantaged,107,18,16.8
660,Obion County,0,All Schools,English Learners,3,,
660,Obion County,0,All Schools,Female,115,10,8.7
660,Obion County,0,All Schools,Hispanic,11,2,18.2
660,Obion County,0,All Schools,Male,125,16,12.8
660,Obion County,0,All Schools,Migrant,1,,
660,Obion County,0,All Schools,Non-Black/Hispanic/Native American,207,22,10.6
660,Obion County,0,All Schools,Non-Economically Disadvantaged,133,8,6
660,Obion County,0,All Schools,Non-English Learners,237,24,10.1
660,Obion County,0,All Schools,Non-Students with Disabilities,206,20,9.7
660,Obion County,0,All Schools,Students with Disabilities,34,6,17.6
660,Obion County,0,All Schools,White,205,22,10.7
661,Union City,0,All Schools,All Students,120,10,8.3
661,Union City,0,All Schools,Black or African American,33,1,3
661,Union City,0,All Schools,Black/Hispanic/Native American,45,8,17.8
661,Union City,0,All Schools,Economically Disadvantaged,38,4,10.5
661,Union City,0,All Schools,English Learners,4,,
661,Union City,0,All Schools,Female,55,5,9.1
661,Union City,0,All Schools,Hispanic,12,7,58.3
661,Union City,0,All Schools,Male,65,5,7.7
661,Union City,0,All Schools,Migrant,1,,
661,Union City,0,All Schools,Non-Black/Hispanic/Native American,75,2,2.7
661,Union City,0,All Schools,Non-Economically Disadvantaged,82,6,7.3
661,Union City,0,All Schools,Non-English Learners,116,6,5.2
661,Union City,0,All Schools,Non-Students with Disabilities,109,10,9.2
661,Union City,0,All Schools,Students with Disabilities,11,0,0
661,Union City,0,All Schools,White,75,2,2.7
