district,district_name,school,school_name,alternative_school,school_year,student_group,students_iss,students_suspended,students_expelled,students_placed_in_alternative_school,students_committed_zero_tolerance,students_total,percent_iss,percent_suspended,percent_expelled,percent_placed_in_alternative_school,percent_committed_zero_tolerance
410,Hickman County,17,East Hickman Middle School,No,2020,Student with Disabilities,12,0,0,0,0,68,17.6,0,0,0,0
410,Hickman County,18,East Hickman High School,No,2020,Black/Hispanic/Native American,7,0,0,5,3,40,17.5,0,0,12.5,7.5
410,Hickman County,18,East Hickman High School,No,2020,Economically Disadvantaged,30,0,0,6,2,139,21.6,0,0,4.3,1.4
410,Hickman County,18,East Hickman High School,No,2020,English Language Learner,0,0,0,0,0,3,0,0,0,0,0
410,Hickman County,18,East Hickman High School,No,2020,Student with Disabilities,14,0,0,5,2,102,13.7,0,0,4.9,2
410,Hickman County,20,Hickman Co Middle School,No,2020,Black/Hispanic/Native American,6,0,0,1,0,31,19.4,0,0,3.2,0
410,Hickman County,20,Hickman Co Middle School,No,2020,Economically Disadvantaged,28,0,0,5,0,139,20.1,0,0,3.6,0
410,Hickman County,20,Hickman Co Middle School,No,2020,English Language Learner,0,0,0,1,0,3,0,0,0,33.3,0
410,Hickman County,20,Hickman Co Middle School,No,2020,Student with Disabilities,10,0,0,3,0,78,12.8,0,0,3.8,0
410,Hickman County,30,Hickman Co Sr High School,No,2020,Black/Hispanic/Native American,7,0,0,1,0,26,26.9,0,0,3.8,0
410,Hickman County,30,Hickman Co Sr High School,No,2020,Economically Disadvantaged,26,0,0,5,2,121,21.5,0,0,4.1,1.7
410,Hickman County,30,Hickman Co Sr High School,No,2020,Student with Disabilities,13,0,0,3,0,75,17.3,0,0,4,0
410,Hickman County,,,,2020,Black/Hispanic/Native American,25,0,0,7,3,232,10.8,0,0,3,1.3
410,Hickman County,,,,2020,Economically Disadvantaged,113,3,0,18,4,1109,10.2,0.3,0,1.6,0.4
410,Hickman County,,,,2020,English Language Learner,0,0,0,1,0,27,0,0,0,3.7,0
410,Hickman County,,,,2020,Student with Disabilities,54,3,0,11,2,660,8.2,0.5,0,1.7,0.3
420,Houston County,5,Erin Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,54,0,1.9,0,0,0
420,Houston County,5,Erin Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,141,0,0.7,0,0,0
420,Houston County,5,Erin Elementary,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
420,Houston County,5,Erin Elementary,No,2020,Student with Disabilities,0,0,0,0,0,60,0,0,0,0,0
420,Houston County,10,Houston Co Middle School,No,2020,Black/Hispanic/Native American,2,0,0,0,0,38,5.3,0,0,0,0
420,Houston County,10,Houston Co Middle School,No,2020,Economically Disadvantaged,19,0,0,3,0,105,18.1,0,0,2.9,0
420,Houston County,10,Houston Co Middle School,No,2020,English Language Learner,0,0,0,0,0,1,0,0,0,0,0
420,Houston County,10,Houston Co Middle School,No,2020,Student with Disabilities,8,0,0,0,0,47,17,0,0,0,0
420,Houston County,13,Houston Co High School,No,2020,Black/Hispanic/Native American,3,0,0,1,0,52,5.8,0,0,1.9,0
420,Houston County,13,Houston Co High School,No,2020,Economically Disadvantaged,12,0,0,7,0,113,10.6,0,0,6.2,0
420,Houston County,13,Houston Co High School,No,2020,Student with Disabilities,6,0,0,4,0,51,11.8,0,0,7.8,0
420,Houston County,15,Tennessee Ridge Elementary,No,2020,Black/Hispanic/Native American,1,0,0,0,0,23,4.3,0,0,0,0
420,Houston County,15,Tennessee Ridge Elementary,No,2020,Economically Disadvantaged,4,0,0,0,0,107,3.7,0,0,0,0
420,Houston County,15,Tennessee Ridge Elementary,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
420,Houston County,15,Tennessee Ridge Elementary,No,2020,Student with Disabilities,3,1,0,0,0,41,7.3,2.4,0,0,0
420,Houston County,,,,2020,Black/Hispanic/Native American,6,1,0,1,0,166,3.6,0.6,0,0.6,0
420,Houston County,,,,2020,Economically Disadvantaged,35,1,0,10,0,461,7.6,0.2,0,2.2,0
420,Houston County,,,,2020,English Language Learner,,,,,,,,,,,
420,Houston County,,,,2020,Student with Disabilities,17,1,0,4,0,199,8.5,0.5,0,2,0
430,Humphreys County,5,Lakeview Elementary,No,2020,Black/Hispanic/Native American,1,0,0,0,0,39,2.6,0,0,0,0
430,Humphreys County,5,Lakeview Elementary,No,2020,Economically Disadvantaged,1,0,0,0,0,109,0.9,0,0,0,0
430,Humphreys County,5,Lakeview Elementary,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
430,Humphreys County,5,Lakeview Elementary,No,2020,Student with Disabilities,2,0,0,0,0,50,4,0,0,0,0
430,Humphreys County,9,Mc Ewen Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,24,0,0,0,0,0
430,Humphreys County,9,Mc Ewen Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,161,0,0,0,0,0
430,Humphreys County,9,Mc Ewen Elementary,No,2020,English Language Learner,0,0,0,0,0,6,0,0,0,0,0
430,Humphreys County,9,Mc Ewen Elementary,No,2020,Student with Disabilities,1,1,0,0,0,105,1,1,0,0,0
430,Humphreys County,13,McEwen Jr. High School,No,2020,Black/Hispanic/Native American,2,0,0,0,0,11,18.2,0,0,0,0
430,Humphreys County,13,McEwen Jr. High School,No,2020,Economically Disadvantaged,16,0,0,0,0,58,27.6,0,0,0,0
430,Humphreys County,13,McEwen Jr. High School,No,2020,English Language Learner,0,0,0,0,0,1,0,0,0,0,0
430,Humphreys County,13,McEwen Jr. High School,No,2020,Student with Disabilities,8,0,0,0,0,32,25,0,0,0,0
430,Humphreys County,15,Mc Ewen High School,No,2020,Black/Hispanic/Native American,4,0,0,0,0,18,22.2,0,0,0,0
430,Humphreys County,15,Mc Ewen High School,No,2020,Economically Disadvantaged,21,2,0,2,0,68,30.9,2.9,0,2.9,0
430,Humphreys County,15,Mc Ewen High School,No,2020,Student with Disabilities,13,1,0,1,0,55,23.6,1.8,0,1.8,0
430,Humphreys County,20,Waverly Central High School,No,2020,Black/Hispanic/Native American,10,3,0,0,0,51,19.6,5.9,0,0,0
430,Humphreys County,20,Waverly Central High School,No,2020,Economically Disadvantaged,30,6,0,0,0,147,20.4,4.1,0,0,0
430,Humphreys County,20,Waverly Central High School,No,2020,English Language Learner,1,0,0,0,0,1,100,0,0,0,0
430,Humphreys County,20,Waverly Central High School,No,2020,Student with Disabilities,24,4,0,0,0,99,24.2,4,0,0,0
430,Humphreys County,25,Waverly Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,56,0,1.8,0,0,0
430,Humphreys County,25,Waverly Elementary,No,2020,Economically Disadvantaged,1,3,0,0,0,201,0.5,1.5,0,0,0
430,Humphreys County,25,Waverly Elementary,No,2020,English Language Learner,0,0,0,0,0,6,0,0,0,0,0
430,Humphreys County,25,Waverly Elementary,No,2020,Student with Disabilities,0,1,0,0,0,79,0,1.3,0,0,0
430,Humphreys County,30,Waverly Jr High School,No,2020,Black/Hispanic/Native American,8,2,0,2,0,60,13.3,3.3,0,3.3,0
430,Humphreys County,30,Waverly Jr High School,No,2020,Economically Disadvantaged,43,9,0,1,0,240,17.9,3.8,0,0.4,0
430,Humphreys County,30,Waverly Jr High School,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
430,Humphreys County,30,Waverly Jr High School,No,2020,Student with Disabilities,22,2,0,0,0,121,18.2,1.7,0,0,0
430,Humphreys County,,,,2020,Black/Hispanic/Native American,25,6,0,2,0,251,10,2.4,0,0.8,0
430,Humphreys County,,,,2020,Economically Disadvantaged,112,20,0,3,0,955,11.7,2.1,0,0.3,0
430,Humphreys County,,,,2020,English Language Learner,1,0,0,0,0,18,5.6,0,0,0,0
430,Humphreys County,,,,2020,Student with Disabilities,70,9,0,1,0,534,13.1,1.7,0,0.2,0
440,Jackson County,5,Jackson County High School,No,2020,Black/Hispanic/Native American,3,0,0,0,0,18,16.7,0,0,0,0
440,Jackson County,5,Jackson County High School,No,2020,Economically Disadvantaged,24,0,0,15,0,183,13.1,0,0,8.2,0
440,Jackson County,5,Jackson County High School,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
440,Jackson County,5,Jackson County High School,No,2020,Student with Disabilities,9,0,0,4,0,83,10.8,0,0,4.8,0
440,Jackson County,10,Dodson Branch Elementary,No,2020,Black/Hispanic/Native American,2,0,0,0,0,18,11.1,0,0,0,0
440,Jackson County,10,Dodson Branch Elementary,No,2020,Economically Disadvantaged,19,0,0,2,0,138,13.8,0,0,1.4,0
440,Jackson County,10,Dodson Branch Elementary,No,2020,English Language Learner,2,0,0,0,0,4,50,0,0,0,0
440,Jackson County,10,Dodson Branch Elementary,No,2020,Student with Disabilities,11,0,0,1,0,56,19.6,0,0,1.8,0
440,Jackson County,25,Gainesboro Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,24,0,0,0,0,0
440,Jackson County,25,Gainesboro Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,162,0,0,0,0,0
440,Jackson County,25,Gainesboro Elementary,No,2020,Student with Disabilities,0,0,0,0,0,67,0,0,0,0,0
440,Jackson County,50,Jackson County Middle School,No,2020,Black/Hispanic/Native American,7,0,0,0,0,24,29.2,0,0,0,0
440,Jackson County,50,Jackson County Middle School,No,2020,Economically Disadvantaged,62,0,0,11,0,200,31,0,0,5.5,0
440,Jackson County,50,Jackson County Middle School,No,2020,English Language Learner,0,0,0,0,0,1,0,0,0,0,0
440,Jackson County,50,Jackson County Middle School,No,2020,Student with Disabilities,29,0,0,4,0,84,34.5,0,0,4.8,0
440,Jackson County,,,,2020,Black/Hispanic/Native American,12,0,0,0,0,84,14.3,0,0,0,0
440,Jackson County,,,,2020,Economically Disadvantaged,104,0,0,28,0,679,15.3,0,0,4.1,0
440,Jackson County,,,,2020,English Language Learner,,,,,,,,,,,
440,Jackson County,,,,2020,Student with Disabilities,48,0,0,9,0,287,16.7,0,0,3.1,0
450,Jefferson County,10,Dandridge Elementary,No,2020,Black/Hispanic/Native American,1,0,0,0,0,46,2.2,0,0,0,0
450,Jefferson County,10,Dandridge Elementary,No,2020,Economically Disadvantaged,10,2,0,0,0,214,4.7,0.9,0,0,0
450,Jefferson County,10,Dandridge Elementary,No,2020,English Language Learner,0,0,0,0,0,4,0,0,0,0,0
450,Jefferson County,10,Dandridge Elementary,No,2020,Student with Disabilities,5,3,0,0,0,103,4.9,2.9,0,0,0
450,Jefferson County,15,Jefferson Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,116,0,0,0,0,0
450,Jefferson County,15,Jefferson Elementary,No,2020,Economically Disadvantaged,1,4,0,0,0,190,0.5,2.1,0,0,0
450,Jefferson County,15,Jefferson Elementary,No,2020,English Language Learner,0,0,0,0,0,54,0,0,0,0,0
450,Jefferson County,15,Jefferson Elementary,No,2020,Student with Disabilities,2,2,0,0,0,69,2.9,2.9,0,0,0
450,Jefferson County,17,Jefferson Middle School,No,2020,Black/Hispanic/Native American,22,3,0,0,0,119,18.5,2.5,0,0,0
450,Jefferson County,17,Jefferson Middle School,No,2020,Economically Disadvantaged,66,20,0,3,0,264,25,7.6,0,1.1,0
450,Jefferson County,17,Jefferson Middle School,No,2020,English Language Learner,7,0,0,0,0,24,29.2,0,0,0,0
450,Jefferson County,17,Jefferson Middle School,No,2020,Student with Disabilities,33,10,0,1,0,96,34.4,10.4,0,1,0
450,Jefferson County,20,Jefferson Co High School,No,2020,Black/Hispanic/Native American,58,7,1,1,1,280,20.7,2.5,0.4,0.4,0.4
450,Jefferson County,20,Jefferson Co High School,No,2020,Economically Disadvantaged,127,20,3,3,1,621,20.5,3.2,0.5,0.5,0.2
450,Jefferson County,20,Jefferson Co High School,No,2020,English Language Learner,6,1,0,0,0,39,15.4,2.6,0,0,0
450,Jefferson County,20,Jefferson Co High School,No,2020,Student with Disabilities,37,9,0,2,1,206,18,4.4,0,1,0.5
450,Jefferson County,22,Maury Middle School,No,2020,Black/Hispanic/Native American,10,2,0,0,0,79,12.7,2.5,0,0,0
450,Jefferson County,22,Maury Middle School,No,2020,Economically Disadvantaged,37,5,1,1,2,213,17.4,2.3,0.5,0.5,0.9
450,Jefferson County,22,Maury Middle School,No,2020,English Language Learner,1,0,0,0,0,5,20,0,0,0,0
450,Jefferson County,22,Maury Middle School,No,2020,Student with Disabilities,14,5,0,0,0,76,18.4,6.6,0,0,0
450,Jefferson County,30,New Market Elementary,No,2020,Black/Hispanic/Native American,2,0,0,0,0,30,6.7,0,0,0,0
450,Jefferson County,30,New Market Elementary,No,2020,Economically Disadvantaged,7,4,0,0,0,119,5.9,3.4,0,0,0
450,Jefferson County,30,New Market Elementary,No,2020,English Language Learner,1,0,0,0,0,12,8.3,0,0,0,0
450,Jefferson County,30,New Market Elementary,No,2020,Student with Disabilities,4,2,0,0,0,52,7.7,3.8,0,0,0
450,Jefferson County,35,Piedmont Elementary,No,2020,Black/Hispanic/Native American,1,1,0,0,0,38,2.6,2.6,0,0,0
450,Jefferson County,35,Piedmont Elementary,No,2020,Economically Disadvantaged,7,2,0,0,0,182,3.8,1.1,0,0,0
450,Jefferson County,35,Piedmont Elementary,No,2020,English Language Learner,1,0,0,0,0,3,33.3,0,0,0,0
450,Jefferson County,35,Piedmont Elementary,No,2020,Student with Disabilities,3,1,0,0,0,60,5,1.7,0,0,0
450,Jefferson County,40,Rush Strong Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,40,0,2.5,0,0,0
450,Jefferson County,40,Rush Strong Elementary,No,2020,Economically Disadvantaged,6,5,0,0,0,202,3,2.5,0,0,0
450,Jefferson County,40,Rush Strong Elementary,No,2020,English Language Learner,0,1,0,0,0,8,0,12.5,0,0,0
450,Jefferson County,40,Rush Strong Elementary,No,2020,Student with Disabilities,3,2,0,0,0,97,3.1,2.1,0,0,0
450,Jefferson County,55,Talbott Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,23,0,0,0,0,0
450,Jefferson County,55,Talbott Elementary,No,2020,Economically Disadvantaged,4,0,0,0,0,120,3.3,0,0,0,0
450,Jefferson County,55,Talbott Elementary,No,2020,English Language Learner,0,0,0,0,0,7,0,0,0,0,0
450,Jefferson County,55,Talbott Elementary,No,2020,Student with Disabilities,3,1,0,0,0,43,7,2.3,0,0,0
450,Jefferson County,60,White Pine Elementary,No,2020,Black/Hispanic/Native American,21,3,0,2,0,253,8.3,1.2,0,0.8,0
450,Jefferson County,60,White Pine Elementary,No,2020,Economically Disadvantaged,54,12,0,4,0,432,12.5,2.8,0,0.9,0
450,Jefferson County,60,White Pine Elementary,No,2020,English Language Learner,5,2,0,1,0,103,4.9,1.9,0,1,0
450,Jefferson County,60,White Pine Elementary,No,2020,Student with Disabilities,16,6,0,1,0,113,14.2,5.3,0,0.9,0
450,Jefferson County,70,Mount Horeb Elementary School,No,2020,Black/Hispanic/Native American,2,1,0,0,0,114,1.8,0.9,0,0,0
450,Jefferson County,70,Mount Horeb Elementary School,No,2020,Economically Disadvantaged,4,1,0,0,0,237,1.7,0.4,0,0,0
450,Jefferson County,70,Mount Horeb Elementary School,No,2020,English Language Learner,1,0,0,0,0,46,2.2,0,0,0,0
450,Jefferson County,70,Mount Horeb Elementary School,No,2020,Student with Disabilities,4,2,0,0,0,99,4,2,0,0,0
450,Jefferson County,,,,2020,Black/Hispanic/Native American,117,18,1,3,1,1108,10.6,1.6,0.1,0.3,0.1
450,Jefferson County,,,,2020,Economically Disadvantaged,322,74,4,11,3,2699,11.9,2.7,0.1,0.4,0.1
450,Jefferson County,,,,2020,English Language Learner,22,4,0,1,0,298,7.4,1.3,0,0.3,0
450,Jefferson County,,,,2020,Student with Disabilities,124,43,0,4,1,1007,12.3,4.3,0,0.4,0.1
460,Johnson County,5,Doe Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,11,0,0,0,0,0
460,Johnson County,5,Doe Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,80,0,0,0,0,0
460,Johnson County,5,Doe Elementary,No,2020,English Language Learner,0,0,0,0,0,1,0,0,0,0,0
460,Johnson County,5,Doe Elementary,No,2020,Student with Disabilities,0,0,0,0,0,59,0,0,0,0,0
460,Johnson County,15,Johnson Co High School,No,2020,Black/Hispanic/Native American,2,0,0,1,0,32,6.2,0,0,3.1,0
460,Johnson County,15,Johnson Co High School,No,2020,Economically Disadvantaged,18,0,0,14,0,267,6.7,0,0,5.2,0
460,Johnson County,15,Johnson Co High School,No,2020,English Language Learner,0,0,0,0,0,6,0,0,0,0,0
460,Johnson County,15,Johnson Co High School,No,2020,Student with Disabilities,3,0,0,8,0,101,3,0,0,7.9,0
460,Johnson County,16,Johnson Co Middle School,No,2020,Black/Hispanic/Native American,3,0,0,1,0,25,12,0,0,4,0
460,Johnson County,16,Johnson Co Middle School,No,2020,Economically Disadvantaged,25,0,0,13,1,151,16.6,0,0,8.6,0.7
460,Johnson County,16,Johnson Co Middle School,No,2020,English Language Learner,0,0,0,0,0,4,0,0,0,0,0
460,Johnson County,16,Johnson Co Middle School,No,2020,Student with Disabilities,15,0,0,7,1,69,21.7,0,0,10.1,1.4
460,Johnson County,20,Laurel Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,6,0,0,0,0,0
460,Johnson County,20,Laurel Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,36,0,0,0,0,0
460,Johnson County,20,Laurel Elementary,No,2020,Student with Disabilities,0,0,0,0,0,20,0,0,0,0,0
460,Johnson County,25,Mountain City Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,32,0,0,0,0,0
460,Johnson County,25,Mountain City Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,200,0,0,0,0,0
460,Johnson County,25,Mountain City Elementary,No,2020,English Language Learner,0,0,0,0,0,9,0,0,0,0,0
460,Johnson County,25,Mountain City Elementary,No,2020,Student with Disabilities,0,0,0,0,0,69,0,0,0,0,0
460,Johnson County,33,Roan Creek Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,42,0,0,0,0,0
460,Johnson County,33,Roan Creek Elementary,No,2020,Economically Disadvantaged,3,0,0,0,0,210,1.4,0,0,0,0
460,Johnson County,33,Roan Creek Elementary,No,2020,English Language Learner,0,0,0,0,0,11,0,0,0,0,0
460,Johnson County,33,Roan Creek Elementary,No,2020,Student with Disabilities,1,0,0,0,0,85,1.2,0,0,0,0
460,Johnson County,35,Shady Valley Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,9,0,0,0,0,0
460,Johnson County,35,Shady Valley Elementary,No,2020,Student with Disabilities,0,0,0,0,0,3,0,0,0,0,0
460,Johnson County,,,,2020,Black/Hispanic/Native American,5,0,0,2,0,143,3.5,0,0,1.4,0
460,Johnson County,,,,2020,Economically Disadvantaged,46,0,0,27,1,949,4.8,0,0,2.8,0.1
460,Johnson County,,,,2020,English Language Learner,0,0,0,0,0,31,0,0,0,0,0
460,Johnson County,,,,2020,Student with Disabilities,19,0,0,15,1,401,4.7,0,0,3.7,0.2
470,Knox County,2,Amherst Elementary School,No,2020,Black/Hispanic/Native American,0,3,0,0,0,260,0,1.2,0,0,0
470,Knox County,2,Amherst Elementary School,No,2020,Economically Disadvantaged,0,3,0,0,0,184,0,1.6,0,0,0
470,Knox County,2,Amherst Elementary School,No,2020,English Language Learner,0,0,0,0,0,65,0,0,0,0,0
470,Knox County,2,Amherst Elementary School,No,2020,Student with Disabilities,0,3,0,0,0,113,0,2.7,0,0,0
470,Knox County,3,Adrian Burnett Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,182,0,0.5,0,0,0
470,Knox County,3,Adrian Burnett Elementary,No,2020,Economically Disadvantaged,0,2,0,0,0,221,0,0.9,0,0,0
470,Knox County,3,Adrian Burnett Elementary,No,2020,English Language Learner,0,0,0,0,0,81,0,0,0,0,0
470,Knox County,3,Adrian Burnett Elementary,No,2020,Student with Disabilities,0,4,0,0,0,69,0,5.8,0,0,0
470,Knox County,8,Richard Yoakley School,Yes,2020,Black/Hispanic/Native American,0,3,0,80,31,106,0,2.8,0,75.5,29.2
470,Knox County,8,Richard Yoakley School,Yes,2020,Economically Disadvantaged,0,4,0,100,35,137,0,2.9,0,73,25.5
470,Knox County,8,Richard Yoakley School,Yes,2020,English Language Learner,0,0,0,9,5,10,0,0,0,90,50
470,Knox County,8,Richard Yoakley School,Yes,2020,Student with Disabilities,0,6,0,93,20,121,0,5,0,76.9,16.5
470,Knox County,9,Austin East High/Magnet,No,2020,Black/Hispanic/Native American,0,183,0,0,1,738,0,24.8,0,0,0.1
470,Knox County,9,Austin East High/Magnet,No,2020,Economically Disadvantaged,0,135,0,0,1,542,0,24.9,0,0,0.2
470,Knox County,9,Austin East High/Magnet,No,2020,English Language Learner,0,5,0,0,0,86,0,5.8,0,0,0
470,Knox County,9,Austin East High/Magnet,No,2020,Student with Disabilities,0,53,0,0,0,172,0,30.8,0,0,0
470,Knox County,10,Ball Camp Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,139,0,0,0,0,0
470,Knox County,10,Ball Camp Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,90,0,0,0,0,0
470,Knox County,10,Ball Camp Elementary,No,2020,English Language Learner,0,0,0,0,0,19,0,0,0,0,0
470,Knox County,10,Ball Camp Elementary,No,2020,Student with Disabilities,0,0,0,0,0,89,0,0,0,0,0
470,Knox County,12,Bearden Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,123,0,0.8,0,0,0
470,Knox County,12,Bearden Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,98,0,1,0,0,0
470,Knox County,12,Bearden Elementary,No,2020,English Language Learner,0,0,0,0,0,71,0,0,0,0,0
470,Knox County,12,Bearden Elementary,No,2020,Student with Disabilities,0,1,0,0,0,34,0,2.9,0,0,0
470,Knox County,14,Bearden Middle School,No,2020,Black/Hispanic/Native American,41,86,0,1,2,527,7.8,16.3,0,0.2,0.4
470,Knox County,14,Bearden Middle School,No,2020,Economically Disadvantaged,42,84,0,2,3,480,8.8,17.5,0,0.4,0.6
470,Knox County,14,Bearden Middle School,No,2020,English Language Learner,3,3,0,0,1,83,3.6,3.6,0,0,1.2
470,Knox County,14,Bearden Middle School,No,2020,Student with Disabilities,14,17,0,2,0,160,8.8,10.6,0,1.2,0
470,Knox County,15,Blue Grass Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,61,0,1.6,0,0,0
470,Knox County,15,Blue Grass Elementary,No,2020,Economically Disadvantaged,0,1,0,0,0,44,0,2.3,0,0,0
470,Knox County,15,Blue Grass Elementary,No,2020,English Language Learner,0,0,0,0,0,2,0,0,0,0,0
470,Knox County,15,Blue Grass Elementary,No,2020,Student with Disabilities,0,1,0,0,0,71,0,1.4,0,0,0
470,Knox County,17,Bearden High School,No,2020,Black/Hispanic/Native American,34,32,0,0,4,409,8.3,7.8,0,0,1
470,Knox County,17,Bearden High School,No,2020,Economically Disadvantaged,26,32,0,1,2,274,9.5,11.7,0,0.4,0.7
470,Knox County,17,Bearden High School,No,2020,English Language Learner,3,1,0,0,0,71,4.2,1.4,0,0,0
470,Knox County,17,Bearden High School,No,2020,Student with Disabilities,18,21,0,1,0,234,7.7,9,0,0.4,0
470,Knox County,20,Bonny Kate Elementary,No,2020,Black/Hispanic/Native American,0,0,0,0,0,30,0,0,0,0,0
470,Knox County,20,Bonny Kate Elementary,No,2020,Economically Disadvantaged,0,0,0,0,0,92,0,0,0,0,0
470,Knox County,20,Bonny Kate Elementary,No,2020,English Language Learner,0,0,0,0,0,1,0,0,0,0,0
470,Knox County,20,Bonny Kate Elementary,No,2020,Student with Disabilities,0,0,0,0,0,59,0,0,0,0,0
470,Knox County,22,Beaumont Elementary/Magnet,No,2020,Black/Hispanic/Native American,0,26,0,0,0,333,0,7.8,0,0,0
470,Knox County,22,Beaumont Elementary/Magnet,No,2020,Economically Disadvantaged,0,27,0,0,0,276,0,9.8,0,0,0
470,Knox County,22,Beaumont Elementary/Magnet,No,2020,English Language Learner,0,3,0,0,0,75,0,4,0,0,0
470,Knox County,22,Beaumont Elementary/Magnet,No,2020,Student with Disabilities,0,15,0,0,0,75,0,20,0,0,0
470,Knox County,24,Belle Morris Elementary,No,2020,Black/Hispanic/Native American,0,15,0,0,0,325,0,4.6,0,0,0
470,Knox County,24,Belle Morris Elementary,No,2020,Economically Disadvantaged,0,8,0,0,0,301,0,2.7,0,0,0
470,Knox County,24,Belle Morris Elementary,No,2020,English Language Learner,0,0,0,0,0,98,0,0,0,0,0
470,Knox County,24,Belle Morris Elementary,No,2020,Student with Disabilities,0,2,0,0,0,101,0,2,0,0,0
470,Knox County,25,Brickey McCloud Elementary,No,2020,Black/Hispanic/Native American,0,2,0,0,0,100,0,2,0,0,0
470,Knox County,25,Brickey McCloud Elementary,No,2020,Economically Disadvantaged,0,3,0,0,0,188,0,1.6,0,0,0
470,Knox County,25,Brickey McCloud Elementary,No,2020,English Language Learner,0,0,0,0,0,12,0,0,0,0,0
470,Knox County,25,Brickey McCloud Elementary,No,2020,Student with Disabilities,0,4,0,0,0,142,0,2.8,0,0,0
470,Knox County,30,Carter Elementary,No,2020,Black/Hispanic/Native American,0,1,0,0,0,80,0,1.2,0,0,0
470,Knox County,30,Carter Elementary,No,2020,Economically Disadvantaged,0,4,0,0,0,188,0,2.1,0,0,0
470,Knox County,30,Carter Elementary,No,2020,English Language Learner,0,0,0,0,0,29,0,0,0,0,0
470,Knox County,30,Carter Elementary,No,2020,Student with Disabilities,0,1,0,0,0,93,0,1.1,0,0,0
470,Knox County,35,Carter High School,No,2020,Black/Hispanic/Native American,1,11,0,0,0,122,0.8,9,0,0,0
470,Knox County,35,Carter High School,No,2020,Economically Disadvantaged,0,45,0,0,1,246,0,18.3,0,0,0.4
470,Knox County,35,Carter High School,No,2020,English Language Learner,0,1,0,0,0,11,0,9.1,0,0,0
470,Knox County,35,Carter High School,No,2020,Student with Disabilities,1,22,0,0,0,159,0.6,13.8,0,0,0
470,Knox County,37,Carter Middle School,No,2020,Black/Hispanic/Native American,0,5,0,0,0,83,0,6,0,0,0
470,Knox County,37,Carter Middle School,No,2020,Economically Disadvantaged,0,33,0,0,0,237,0,13.9,0,0,0
470,Knox County,37,Carter Middle School,No,2020,English Language Learner,0,0,0,0,0,10,0,0,0,0,0
470,Knox County,37,Carter Middle School,No,2020,Student with Disabilities,0,18,0,0,0,120,0,15,0,0,0
470,Knox County,40,Cedar Bluff Elementary,No,2020,Black/Hispanic/Native American,0,5,0,0,0,432,0,1.2,0,0,0
470,Knox County,40,Cedar Bluff Elementary,No,2020,Economically Disadvantaged,0,6,0,0,0,349,0,1.7,0,0,0
470,Knox County,40,Cedar Bluff Elementary,No,2020,English Language Learner,0,0,0,0,0,185,0,0,0,0,0
470,Knox County,40,Cedar Bluff Elementary,No,2020,Student with Disabilities,0,3,0,0,0,186,0,1.6,0,0,0
470,Knox County,45,Cedar Bluff Middle School,No,2020,Black/Hispanic/Native American,0,27,0,0,0,245,0,11,0,0,0
470,Knox County,45,Cedar Bluff Middle School,No,2020,Economically Disadvantaged,0,28,0,0,0,158,0,17.7,0,0,0
470,Knox County,45,Cedar Bluff Middle School,No,2020,English Language Learner,0,4,0,0,0,40,0,10,0,0,0
470,Knox County,45,Cedar Bluff Middle School,No,2020,Student with Disabilities,0,14,0,0,0,72,0,19.4,0,0,0
470,Knox County,47,Central High School,No,2020,Black/Hispanic/Native American,13,62,0,1,1,551,2.4,11.3,0,0.2,0.2
470,Knox County,47,Central High School,No,2020,Economically Disadvantaged,8,61,0,1,1,441,1.8,13.8,0,0.2,0.2
470,Knox County,47,Central High School,No,2020,English Language Learner,2,10,0,0,0,135,1.5,7.4,0,0,0
