year,district_number,district_name,subgroup,graduation cohort,graduation count,graduation rate
2019,370,Hawkins County,Economically Disadvantaged,235,219,93.2
2019,370,Hawkins County,English Learners with Transitional 1-4,2,*,*
2019,370,Hawkins County,Female,255,250,98
2019,370,Hawkins County,Hispanic,14,12,85.7
2019,370,Hawkins County,Homeless,10,8,80
2019,370,Hawkins County,Male,253,236,93.3
2019,370,Hawkins County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,370,Hawkins County,Non-Black/Hispanic/Native American,480,462,96.3
2019,370,Hawkins County,Non-Economically Disadvantaged,273,267,97.8
2019,370,Hawkins County,Non-English Learners/Transitional 1-4,506,485,95.8
2019,370,Hawkins County,Non-Homeless,498,478,96
2019,370,Hawkins County,Non-Migrant,508,486,95.7
2019,370,Hawkins County,Non-Students with Disabilities,436,426,97.7
2019,370,Hawkins County,Students with Disabilities,72,60,83.3
2019,370,Hawkins County,White,475,458,96.4
2019,380,Haywood County,All Students,264,243,92
2019,380,Haywood County,Asian,1,*,*
2019,380,Haywood County,Black or African American,186,172,92.5
2019,380,Haywood County,Black/Hispanic/Native American,200,186,93
2019,380,Haywood County,Economically Disadvantaged,157,141,89.8
2019,380,Haywood County,English Learners with Transitional 1-4,4,*,*
2019,380,Haywood County,Female,116,111,95.7
2019,380,Haywood County,Hispanic,14,**,**
2019,380,Haywood County,Homeless,1,*,*
2019,380,Haywood County,Male,148,132,89.2
2019,380,Haywood County,Non-Black/Hispanic/Native American,64,57,89.1
2019,380,Haywood County,Non-Economically Disadvantaged,107,102,95.3
2019,380,Haywood County,Non-English Learners/Transitional 1-4,260,240,92.3
2019,380,Haywood County,Non-Homeless,263,243,92.4
2019,380,Haywood County,Non-Migrant,264,243,92
2019,380,Haywood County,Non-Students with Disabilities,232,218,94
2019,380,Haywood County,Students with Disabilities,32,25,78.1
2019,380,Haywood County,White,63,56,88.9
2019,390,Henderson County,All Students,327,303,92.7
2019,390,Henderson County,American Indian or Alaska Native,2,*,*
2019,390,Henderson County,Asian,3,*,*
2019,390,Henderson County,Black or African American,33,29,87.9
2019,390,Henderson County,Black/Hispanic/Native American,50,44,88
2019,390,Henderson County,Economically Disadvantaged,147,129,87.8
2019,390,Henderson County,English Learners with Transitional 1-4,2,*,*
2019,390,Henderson County,Female,160,150,93.8
2019,390,Henderson County,Hispanic,15,13,86.7
2019,390,Henderson County,Homeless,13,11,84.6
2019,390,Henderson County,Male,167,153,91.6
2019,390,Henderson County,Native Hawaiian or Other Pacific Islander,0,*,*
2019,390,Henderson County,Non-Black/Hispanic/Native American,277,259,93.5
2019,390,Henderson County,Non-Economically Disadvantaged,180,174,96.7
2019,390,Henderson County,Non-English Learners/Transitional 1-4,325,302,92.9
2019,390,Henderson County,Non-Homeless,314,292,93
2019,390,Henderson County,Non-Migrant,327,303,92.7
2019,390,Henderson County,Non-Students with Disabilities,271,260,95.9
2019,390,Henderson County,Students with Disabilities,56,43,76.8
2019,390,Henderson County,White,274,256,93.4
2019,400,Henry County,All Students,304,289,95.1
2019,400,Henry County,Asian,5,*,*
2019,400,Henry County,Black or African American,31,30,96.8
2019,400,Henry County,Black/Hispanic/Native American,41,39,95.1
2019,400,Henry County,Economically Disadvantaged,110,103,93.6
2019,400,Henry County,English Learners with Transitional 1-4,1,*,*
2019,400,Henry County,Female,135,129,95.6
2019,400,Henry County,Hispanic,10,9,90
2019,400,Henry County,Homeless,6,*,*
2019,400,Henry County,Male,169,160,94.7
2019,400,Henry County,Migrant,0,*,*
2019,400,Henry County,Non-Black/Hispanic/Native American,263,250,95.1
2019,400,Henry County,Non-Economically Disadvantaged,194,186,95.9
2019,400,Henry County,Non-English Learners/Transitional 1-4,303,288,95
2019,400,Henry County,Non-Homeless,298,283,95
2019,400,Henry County,Non-Migrant,304,289,95.1
2019,400,Henry County,Non-Students with Disabilities,268,260,97
2019,400,Henry County,Students with Disabilities,36,29,80.6
2019,400,Henry County,White,258,245,95
2019,410,Hickman County,All Students,250,236,94.4
2019,410,Hickman County,American Indian or Alaska Native,2,*,*
2019,410,Hickman County,Asian,2,*,*
2019,410,Hickman County,Black or African American,13,12,92.3
2019,410,Hickman County,Black/Hispanic/Native American,22,20,90.9
2019,410,Hickman County,Economically Disadvantaged,115,106,92.2
2019,410,Hickman County,English Learners with Transitional 1-4,1,*,*
2019,410,Hickman County,Female,117,111,94.9
2019,410,Hickman County,Hispanic,7,*,*
2019,410,Hickman County,Homeless,7,*,*
2019,410,Hickman County,Male,133,125,94
2019,410,Hickman County,Non-Black/Hispanic/Native American,228,216,94.7
2019,410,Hickman County,Non-Economically Disadvantaged,135,130,96.3
2019,410,Hickman County,Non-English Learners/Transitional 1-4,249,235,94.4
2019,410,Hickman County,Non-Homeless,243,229,94.2
2019,410,Hickman County,Non-Migrant,250,236,94.4
2019,410,Hickman County,Non-Students with Disabilities,209,205,98.1
2019,410,Hickman County,Students with Disabilities,41,31,75.6
2019,410,Hickman County,White,226,214,94.7
2019,420,Houston County,All Students,121,111,91.7
2019,420,Houston County,Asian,1,*,*
2019,420,Houston County,Black or African American,2,*,*
2019,420,Houston County,Black/Hispanic/Native American,4,*,*
2019,420,Houston County,Economically Disadvantaged,42,37,88.1
2019,420,Houston County,Female,57,54,94.7
2019,420,Houston County,Hispanic,2,*,*
2019,420,Houston County,Homeless,4,*,*
2019,420,Houston County,Male,64,57,89.1
2019,420,Houston County,Non-Black/Hispanic/Native American,117,107,91.5
2019,420,Houston County,Non-Economically Disadvantaged,79,74,93.7
2019,420,Houston County,Non-English Learners/Transitional 1-4,121,111,91.7
2019,420,Houston County,Non-Homeless,117,109,93.2
2019,420,Houston County,Non-Migrant,121,111,91.7
2019,420,Houston County,Non-Students with Disabilities,95,90,94.7
2019,420,Houston County,Students with Disabilities,26,21,80.8
2019,420,Houston County,White,116,107,92.2
2019,430,Humphreys County,All Students,183,177,96.7
2019,430,Humphreys County,American Indian or Alaska Native,2,*,*
2019,430,Humphreys County,Asian,2,*,*
2019,430,Humphreys County,Black or African American,10,**,**
2019,430,Humphreys County,Black/Hispanic/Native American,18,**,**
2019,430,Humphreys County,Economically Disadvantaged,71,67,94.4
2019,430,Humphreys County,Female,91,89,97.8
2019,430,Humphreys County,Hispanic,6,*,*
2019,430,Humphreys County,Homeless,6,*,*
2019,430,Humphreys County,Male,92,88,95.7
2019,430,Humphreys County,Non-Black/Hispanic/Native American,165,159,96.4
2019,430,Humphreys County,Non-Economically Disadvantaged,112,110,98.2
2019,430,Humphreys County,Non-English Learners/Transitional 1-4,183,177,96.7
2019,430,Humphreys County,Non-Homeless,177,172,97.2
2019,430,Humphreys County,Non-Migrant,183,177,96.7
2019,430,Humphreys County,Non-Students with Disabilities,152,149,98
2019,430,Humphreys County,Students with Disabilities,31,28,90.3
2019,430,Humphreys County,White,163,157,96.3
2019,440,Jackson County,All Students,110,105,95.5
2019,440,Jackson County,Asian,1,*,*
2019,440,Jackson County,Black or African American,1,*,*
2019,440,Jackson County,Black/Hispanic/Native American,2,*,*
2019,440,Jackson County,Economically Disadvantaged,61,56,91.8
2019,440,Jackson County,Female,44,43,97.7
2019,440,Jackson County,Hispanic,1,*,*
2019,440,Jackson County,Homeless,106,102,96.2
2019,440,Jackson County,Male,66,62,93.9
2019,440,Jackson County,Migrant,104,100,96.2
2019,440,Jackson County,Non-Black/Hispanic/Native American,108,103,95.4
2019,440,Jackson County,Non-Economically Disadvantaged,49,**,**
2019,440,Jackson County,Non-English Learners/Transitional 1-4,110,105,95.5
2019,440,Jackson County,Non-Homeless,4,*,*
2019,440,Jackson County,Non-Migrant,6,*,*
2019,440,Jackson County,Non-Students with Disabilities,91,89,97.8
2019,440,Jackson County,Students with Disabilities,19,16,84.2
2019,440,Jackson County,White,107,102,95.3
2019,450,Jefferson County,All Students,495,474,95.8
2019,450,Jefferson County,American Indian or Alaska Native,2,*,*
2019,450,Jefferson County,Asian,10,**,**
2019,450,Jefferson County,Black or African American,16,15,93.8
2019,450,Jefferson County,Black/Hispanic/Native American,58,56,96.6
2019,450,Jefferson County,Economically Disadvantaged,229,214,93.4
2019,450,Jefferson County,English Learners with Transitional 1-4,10,**,**
2019,450,Jefferson County,Female,232,224,96.6
2019,450,Jefferson County,Hispanic,40,39,97.5
2019,450,Jefferson County,Homeless,4,*,*
2019,450,Jefferson County,Male,263,250,95.1
2019,450,Jefferson County,Migrant,2,*,*
2019,450,Jefferson County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,450,Jefferson County,Non-Black/Hispanic/Native American,437,418,95.7
2019,450,Jefferson County,Non-Economically Disadvantaged,266,260,97.7
2019,450,Jefferson County,Non-English Learners/Transitional 1-4,485,464,95.7
2019,450,Jefferson County,Non-Homeless,491,470,95.7
2019,450,Jefferson County,Non-Migrant,493,472,95.7
2019,450,Jefferson County,Non-Students with Disabilities,430,422,98.1
2019,450,Jefferson County,Students with Disabilities,65,52,80
2019,450,Jefferson County,White,426,407,95.5
2019,460,Johnson County,All Students,134,129,96.3
2019,460,Johnson County,Black or African American,0,*,*
2019,460,Johnson County,Black/Hispanic/Native American,4,*,*
2019,460,Johnson County,Economically Disadvantaged,61,57,93.4
2019,460,Johnson County,English Learners with Transitional 1-4,2,*,*
2019,460,Johnson County,Female,58,57,98.3
2019,460,Johnson County,Hispanic,4,*,*
2019,460,Johnson County,Homeless,2,*,*
2019,460,Johnson County,Male,76,72,94.7
2019,460,Johnson County,Migrant,1,*,*
2019,460,Johnson County,Non-Black/Hispanic/Native American,130,127,97.7
2019,460,Johnson County,Non-Economically Disadvantaged,73,72,98.6
2019,460,Johnson County,Non-English Learners/Transitional 1-4,132,128,97
2019,460,Johnson County,Non-Homeless,132,127,96.2
2019,460,Johnson County,Non-Migrant,133,128,96.2
2019,460,Johnson County,Non-Students with Disabilities,107,105,98.1
2019,460,Johnson County,Students with Disabilities,27,24,88.9
2019,460,Johnson County,White,130,127,97.7
2019,470,Knox County,All Students,4349,3967,91.2
2019,470,Knox County,American Indian or Alaska Native,19,**,**
2019,470,Knox County,Asian,117,113,96.6
2019,470,Knox County,Black or African American,721,624,86.5
2019,470,Knox County,Black/Hispanic/Native American,1050,911,86.8
2019,470,Knox County,Economically Disadvantaged,1287,1053,81.8
2019,470,Knox County,English Learners with Transitional 1-4,156,123,78.8
2019,470,Knox County,Female,2087,1974,94.6
2019,470,Knox County,Hispanic,310,268,86.5
2019,470,Knox County,Homeless,76,50,65.8
2019,470,Knox County,Male,2262,1993,88.1
2019,470,Knox County,Migrant,3,*,*
2019,470,Knox County,Native Hawaiian or Other Pacific Islander,18,17,94.4
2019,470,Knox County,Non-Black/Hispanic/Native American,3299,3056,92.6
2019,470,Knox County,Non-Economically Disadvantaged,3062,2914,95.2
2019,470,Knox County,Non-English Learners/Transitional 1-4,4193,3844,91.7
2019,470,Knox County,Non-Homeless,4273,3917,91.7
2019,470,Knox County,Non-Migrant,4346,3965,91.2
2019,470,Knox County,Non-Students with Disabilities,3734,3512,94.1
2019,470,Knox County,Students with Disabilities,615,455,74
2019,470,Knox County,White,3164,2926,92.5
2019,480,Lake County,All Students,46,43,93.5
2019,480,Lake County,Black or African American,18,17,94.4
2019,480,Lake County,Black/Hispanic/Native American,19,18,94.7
2019,480,Lake County,Economically Disadvantaged,31,28,90.3
2019,480,Lake County,Female,24,**,**
2019,480,Lake County,Hispanic,1,*,*
2019,480,Lake County,Male,22,19,86.4
2019,480,Lake County,Non-Black/Hispanic/Native American,27,25,92.6
2019,480,Lake County,Non-Economically Disadvantaged,15,**,**
2019,480,Lake County,Non-English Learners/Transitional 1-4,46,43,93.5
2019,480,Lake County,Non-Homeless,46,43,93.5
2019,480,Lake County,Non-Migrant,46,43,93.5
2019,480,Lake County,Non-Students with Disabilities,39,36,92.3
2019,480,Lake County,Students with Disabilities,7,*,*
2019,480,Lake County,White,27,25,92.6
2019,490,Lauderdale County,All Students,276,270,97.8
2019,490,Lauderdale County,American Indian or Alaska Native,1,*,*
2019,490,Lauderdale County,Asian,1,*,*
2019,490,Lauderdale County,Black or African American,127,125,98.4
2019,490,Lauderdale County,Black/Hispanic/Native American,138,135,97.8
2019,490,Lauderdale County,Economically Disadvantaged,148,144,97.3
2019,490,Lauderdale County,English Learners with Transitional 1-4,5,*,*
2019,490,Lauderdale County,Female,134,131,97.8
2019,490,Lauderdale County,Hispanic,10,9,90
2019,490,Lauderdale County,Homeless,3,*,*
2019,490,Lauderdale County,Male,142,139,97.9
2019,490,Lauderdale County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,490,Lauderdale County,Non-Black/Hispanic/Native American,138,135,97.8
2019,490,Lauderdale County,Non-Economically Disadvantaged,128,126,98.4
2019,490,Lauderdale County,Non-English Learners/Transitional 1-4,271,266,98.2
2019,490,Lauderdale County,Non-Homeless,273,267,97.8
2019,490,Lauderdale County,Non-Migrant,276,270,97.8
2019,490,Lauderdale County,Non-Students with Disabilities,240,237,98.8
2019,490,Lauderdale County,Students with Disabilities,36,33,91.7
2019,490,Lauderdale County,White,136,133,97.8
2019,500,Lawrence County,All Students,555,540,97.3
2019,500,Lawrence County,Asian,1,*,*
2019,500,Lawrence County,Black or African American,19,18,94.7
2019,500,Lawrence County,Black/Hispanic/Native American,32,30,93.8
2019,500,Lawrence County,Economically Disadvantaged,233,224,96.1
2019,500,Lawrence County,English Learners with Transitional 1-4,6,*,*
2019,500,Lawrence County,Female,281,278,98.9
2019,500,Lawrence County,Hispanic,13,12,92.3
2019,500,Lawrence County,Homeless,26,24,92.3
2019,500,Lawrence County,Male,274,262,95.6
2019,500,Lawrence County,Migrant,1,*,*
2019,500,Lawrence County,Non-Black/Hispanic/Native American,523,510,97.5
2019,500,Lawrence County,Non-Economically Disadvantaged,322,316,98.1
2019,500,Lawrence County,Non-English Learners/Transitional 1-4,549,536,97.6
2019,500,Lawrence County,Non-Homeless,529,516,97.5
2019,500,Lawrence County,Non-Migrant,554,540,97.5
2019,500,Lawrence County,Non-Students with Disabilities,482,474,98.3
2019,500,Lawrence County,Students with Disabilities,73,66,90.4
2019,500,Lawrence County,White,522,509,97.5
2019,510,Lewis County,All Students,114,109,95.6
2019,510,Lewis County,American Indian or Alaska Native,1,*,*
2019,510,Lewis County,Black or African American,3,*,*
2019,510,Lewis County,Black/Hispanic/Native American,9,*,*
2019,510,Lewis County,Economically Disadvantaged,49,45,91.8
2019,510,Lewis County,English Learners with Transitional 1-4,0,*,*
2019,510,Lewis County,Female,52,49,94.2
2019,510,Lewis County,Hispanic,5,*,*
2019,510,Lewis County,Male,62,60,96.8
2019,510,Lewis County,Non-Black/Hispanic/Native American,105,100,95.2
2019,510,Lewis County,Non-Economically Disadvantaged,65,64,98.5
2019,510,Lewis County,Non-English Learners/Transitional 1-4,114,109,95.6
2019,510,Lewis County,Non-Homeless,114,109,95.6
2019,510,Lewis County,Non-Migrant,114,109,95.6
2019,510,Lewis County,Non-Students with Disabilities,100,97,97
2019,510,Lewis County,Students with Disabilities,14,12,85.7
2019,510,Lewis County,White,105,100,95.2
2019,520,Lincoln County,All Students,272,251,92.3
2019,520,Lincoln County,American Indian or Alaska Native,1,*,*
2019,520,Lincoln County,Asian,2,*,*
2019,520,Lincoln County,Black or African American,11,6,54.5
2019,520,Lincoln County,Black/Hispanic/Native American,32,25,78.1
2019,520,Lincoln County,Economically Disadvantaged,94,79,84
2019,520,Lincoln County,English Learners with Transitional 1-4,6,*,*
2019,520,Lincoln County,Female,135,132,97.8
2019,520,Lincoln County,Hispanic,20,18,90
2019,520,Lincoln County,Homeless,2,*,*
2019,520,Lincoln County,Male,137,119,86.9
2019,520,Lincoln County,Non-Black/Hispanic/Native American,240,226,94.2
2019,520,Lincoln County,Non-Economically Disadvantaged,178,172,96.6
2019,520,Lincoln County,Non-English Learners/Transitional 1-4,266,245,92.1
2019,520,Lincoln County,Non-Homeless,270,249,92.2
2019,520,Lincoln County,Non-Migrant,272,251,92.3
2019,520,Lincoln County,Non-Students with Disabilities,237,225,94.9
2019,520,Lincoln County,Students with Disabilities,35,26,74.3
2019,520,Lincoln County,White,238,224,94.1
2019,521,Fayetteville,All Students,81,76,93.8
2019,521,Fayetteville,Black or African American,35,30,85.7
2019,521,Fayetteville,Black/Hispanic/Native American,37,32,86.5
2019,521,Fayetteville,Economically Disadvantaged,31,27,87.1
2019,521,Fayetteville,English Learners with Transitional 1-4,2,*,*
2019,521,Fayetteville,Female,42,41,97.6
2019,521,Fayetteville,Hispanic,2,*,*
2019,521,Fayetteville,Male,39,35,89.7
2019,521,Fayetteville,Non-Black/Hispanic/Native American,44,**,**
2019,521,Fayetteville,Non-Economically Disadvantaged,50,49,98
2019,521,Fayetteville,Non-English Learners/Transitional 1-4,79,74,93.7
2019,521,Fayetteville,Non-Homeless,81,76,93.8
2019,521,Fayetteville,Non-Migrant,81,76,93.8
2019,521,Fayetteville,Non-Students with Disabilities,74,71,95.9
2019,521,Fayetteville,Students with Disabilities,7,*,*
2019,521,Fayetteville,White,44,**,**
2019,530,Loudon County,All Students,258,241,93.4
2019,530,Loudon County,Asian,0,*,*
2019,530,Loudon County,Black or African American,10,9,90
2019,530,Loudon County,Black/Hispanic/Native American,40,38,95
2019,530,Loudon County,Economically Disadvantaged,66,55,83.3
2019,530,Loudon County,English Learners with Transitional 1-4,11,10,90.9
2019,530,Loudon County,Female,118,111,94.1
2019,530,Loudon County,Hispanic,30,29,96.7
2019,530,Loudon County,Homeless,2,*,*
2019,530,Loudon County,Male,140,130,92.9
2019,530,Loudon County,Non-Black/Hispanic/Native American,218,203,93.1
2019,530,Loudon County,Non-Economically Disadvantaged,192,186,96.9
2019,530,Loudon County,Non-English Learners/Transitional 1-4,247,231,93.5
2019,530,Loudon County,Non-Homeless,256,240,93.8
2019,530,Loudon County,Non-Migrant,258,241,93.4
2019,530,Loudon County,Non-Students with Disabilities,218,212,97.2
2019,530,Loudon County,Students with Disabilities,40,29,72.5
2019,530,Loudon County,White,218,203,93.1
2019,531,Lenoir City,All Students,273,254,93
2019,531,Lenoir City,American Indian or Alaska Native,1,*,*
2019,531,Lenoir City,Asian,3,*,*
2019,531,Lenoir City,Black or African American,5,*,*
2019,531,Lenoir City,Black/Hispanic/Native American,53,48,90.6
2019,531,Lenoir City,Economically Disadvantaged,88,76,86.4
2019,531,Lenoir City,English Learners with Transitional 1-4,16,15,93.8
2019,531,Lenoir City,Female,116,109,94
2019,531,Lenoir City,Hispanic,47,43,91.5
2019,531,Lenoir City,Homeless,7,*,*
2019,531,Lenoir City,Male,157,145,92.4
2019,531,Lenoir City,Migrant,1,*,*
2019,531,Lenoir City,Non-Black/Hispanic/Native American,220,206,93.6
2019,531,Lenoir City,Non-Economically Disadvantaged,185,178,96.2
2019,531,Lenoir City,Non-English Learners/Transitional 1-4,257,239,93
2019,531,Lenoir City,Non-Homeless,266,250,94
2019,531,Lenoir City,Non-Migrant,272,253,93
2019,531,Lenoir City,Non-Students with Disabilities,234,224,95.7
2019,531,Lenoir City,Students with Disabilities,39,30,76.9
2019,531,Lenoir City,White,217,203,93.5
2019,540,McMinn County,All Students,508,472,92.9
2019,540,McMinn County,American Indian or Alaska Native,2,*,*
2019,540,McMinn County,Asian,5,*,*
2019,540,McMinn County,Black or African American,26,25,96.2
2019,540,McMinn County,Black/Hispanic/Native American,63,58,92.1
2019,540,McMinn County,Economically Disadvantaged,210,188,89.5
2019,540,McMinn County,English Learners with Transitional 1-4,8,*,*
2019,540,McMinn County,Female,253,247,97.6
2019,540,McMinn County,Hispanic,35,31,88.6
2019,540,McMinn County,Homeless,9,*,*
2019,540,McMinn County,Male,255,225,88.2
2019,540,McMinn County,Native Hawaiian or Other Pacific Islander,0,*,*
2019,540,McMinn County,Non-Black/Hispanic/Native American,445,414,93
2019,540,McMinn County,Non-Economically Disadvantaged,298,284,95.3
2019,540,McMinn County,Non-English Learners/Transitional 1-4,500,465,93
2019,540,McMinn County,Non-Homeless,499,464,93
2019,540,McMinn County,Non-Migrant,508,472,92.9
2019,540,McMinn County,Non-Students with Disabilities,450,430,95.6
2019,540,McMinn County,Students with Disabilities,58,42,72.4
2019,540,McMinn County,White,440,409,93
2019,550,McNairy County,All Students,326,305,93.6
2019,550,McNairy County,American Indian or Alaska Native,2,*,*
2019,550,McNairy County,Asian,3,*,*
2019,550,McNairy County,Black or African American,39,34,87.2
2019,550,McNairy County,Black/Hispanic/Native American,49,43,87.8
2019,550,McNairy County,Economically Disadvantaged,162,145,89.5
2019,550,McNairy County,Female,142,135,95.1
2019,550,McNairy County,Hispanic,8,*,*
2019,550,McNairy County,Homeless,7,*,*
2019,550,McNairy County,Male,184,170,92.4
2019,550,McNairy County,Non-Black/Hispanic/Native American,277,262,94.6
2019,550,McNairy County,Non-Economically Disadvantaged,164,160,97.6
2019,550,McNairy County,Non-English Learners/Transitional 1-4,326,305,93.6
2019,550,McNairy County,Non-Homeless,319,300,94
2019,550,McNairy County,Non-Migrant,326,305,93.6
2019,550,McNairy County,Non-Students with Disabilities,282,273,96.8
2019,550,McNairy County,Students with Disabilities,44,32,72.7
2019,550,McNairy County,White,274,260,94.9
2019,560,Macon County,All Students,275,247,89.8
2019,560,Macon County,American Indian or Alaska Native,0,*,*
2019,560,Macon County,Asian,1,*,*
2019,560,Macon County,Black or African American,0,*,*
2019,560,Macon County,Black/Hispanic/Native American,25,21,84
2019,560,Macon County,Economically Disadvantaged,117,96,82.1
2019,560,Macon County,English Learners with Transitional 1-4,8,*,*
2019,560,Macon County,Female,133,118,88.7
2019,560,Macon County,Hispanic,25,21,84
2019,560,Macon County,Homeless,3,*,*
2019,560,Macon County,Male,142,129,90.8
2019,560,Macon County,Migrant,2,*,*
2019,560,Macon County,Non-Black/Hispanic/Native American,250,226,90.4
2019,560,Macon County,Non-Economically Disadvantaged,158,151,95.6
2019,560,Macon County,Non-English Learners/Transitional 1-4,267,240,89.9
2019,560,Macon County,Non-Homeless,272,246,90.4
2019,560,Macon County,Non-Migrant,273,246,90.1
2019,560,Macon County,Non-Students with Disabilities,240,222,92.5
2019,560,Macon County,Students with Disabilities,35,25,71.4
2019,560,Macon County,White,249,225,90.4
2019,570,Madison County,All Students,878,767,87.4
2019,570,Madison County,American Indian or Alaska Native,3,*,*
2019,570,Madison County,Asian,9,*,*
2019,570,Madison County,Black or African American,549,480,87.4
2019,570,Madison County,Black/Hispanic/Native American,606,530,87.5
2019,570,Madison County,Economically Disadvantaged,460,383,83.3
2019,570,Madison County,English Learners with Transitional 1-4,21,16,76.2
2019,570,Madison County,Female,429,389,90.7
2019,570,Madison County,Hispanic,54,49,90.7
2019,570,Madison County,Homeless,45,30,66.7
2019,570,Madison County,Male,449,378,84.2
2019,570,Madison County,Migrant,1,*,*
2019,570,Madison County,Non-Black/Hispanic/Native American,272,237,87.1
2019,570,Madison County,Non-Economically Disadvantaged,418,384,91.9
2019,570,Madison County,Non-English Learners/Transitional 1-4,857,751,87.6
2019,570,Madison County,Non-Homeless,833,737,88.5
2019,570,Madison County,Non-Migrant,877,766,87.3
2019,570,Madison County,Non-Students with Disabilities,747,680,91
2019,570,Madison County,Students with Disabilities,131,87,66.4
2019,570,Madison County,White,263,228,86.7
2019,580,Marion County,All Students,286,251,87.8
2019,580,Marion County,American Indian or Alaska Native,1,*,*
2019,580,Marion County,Asian,2,*,*
2019,580,Marion County,Black or African American,13,12,92.3
2019,580,Marion County,Black/Hispanic/Native American,19,18,94.7
2019,580,Marion County,Economically Disadvantaged,130,107,82.3
2019,580,Marion County,Female,127,112,88.2
2019,580,Marion County,Hispanic,5,*,*
2019,580,Marion County,Homeless,7,*,*
2019,580,Marion County,Male,159,139,87.4
2019,580,Marion County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,580,Marion County,Non-Black/Hispanic/Native American,267,233,87.3
2019,580,Marion County,Non-Economically Disadvantaged,156,144,92.3
2019,580,Marion County,Non-English Learners/Transitional 1-4,286,251,87.8
2019,580,Marion County,Non-Homeless,279,246,88.2
2019,580,Marion County,Non-Migrant,286,251,87.8
2019,580,Marion County,Non-Students with Disabilities,248,228,91.9
2019,580,Marion County,Students with Disabilities,38,23,60.5
2019,580,Marion County,White,264,230,87.1
2019,581,Richard City,All Students,22,20,90.9
2019,581,Richard City,Black or African American,1,*,*
2019,581,Richard City,Black/Hispanic/Native American,2,*,*
2019,581,Richard City,Economically Disadvantaged,10,**,**
2019,581,Richard City,English Learners with Transitional 1-4,0,*,*
2019,581,Richard City,Female,17,15,88.2
2019,581,Richard City,Hispanic,1,*,*
2019,581,Richard City,Homeless,1,*,*
2019,581,Richard City,Male,5,*,*
2019,581,Richard City,Non-Black/Hispanic/Native American,20,18,90
2019,581,Richard City,Non-Economically Disadvantaged,12,10,83.3
2019,581,Richard City,Non-English Learners/Transitional 1-4,22,20,90.9
2019,581,Richard City,Non-Homeless,21,19,90.5
2019,581,Richard City,Non-Migrant,22,20,90.9
2019,581,Richard City,Non-Students with Disabilities,20,18,90
2019,581,Richard City,Students with Disabilities,2,*,*
2019,581,Richard City,White,20,18,90
2019,590,Marshall County,All Students,416,394,94.7
2019,590,Marshall County,Asian,3,*,*
2019,590,Marshall County,Black or African American,36,34,94.4
2019,590,Marshall County,Black/Hispanic/Native American,77,72,93.5
2019,590,Marshall County,Economically Disadvantaged,132,119,90.2
2019,590,Marshall County,English Learners with Transitional 1-4,4,*,*
2019,590,Marshall County,Female,201,190,94.5
2019,590,Marshall County,Hispanic,41,38,92.7
2019,590,Marshall County,Homeless,8,*,*
2019,590,Marshall County,Male,215,204,94.9
2019,590,Marshall County,Migrant,0,*,*
2019,590,Marshall County,Non-Black/Hispanic/Native American,339,322,95
2019,590,Marshall County,Non-Economically Disadvantaged,284,275,96.8
2019,590,Marshall County,Non-English Learners/Transitional 1-4,412,392,95.1
2019,590,Marshall County,Non-Homeless,408,388,95.1
2019,590,Marshall County,Non-Migrant,416,394,94.7
2019,590,Marshall County,Non-Students with Disabilities,380,369,97.1
2019,590,Marshall County,Students with Disabilities,36,25,69.4
2019,590,Marshall County,White,336,319,94.9
2019,600,Maury County,All Students,871,768,88.2
2019,600,Maury County,American Indian or Alaska Native,0,*,*
2019,600,Maury County,Asian,13,12,92.3
2019,600,Maury County,Black or African American,151,129,85.4
2019,600,Maury County,Black/Hispanic/Native American,218,188,86.2
2019,600,Maury County,Economically Disadvantaged,310,250,80.6
2019,600,Maury County,English Learners with Transitional 1-4,18,10,55.6
2019,600,Maury County,Female,427,390,91.3
2019,600,Maury County,Hispanic,67,59,88.1
2019,600,Maury County,Homeless,25,18,72
2019,600,Maury County,Male,444,378,85.1
2019,600,Maury County,Native Hawaiian or Other Pacific Islander,2,*,*
2019,600,Maury County,Non-Black/Hispanic/Native American,653,580,88.8
2019,600,Maury County,Non-Economically Disadvantaged,561,518,92.3
2019,600,Maury County,Non-English Learners/Transitional 1-4,853,758,88.9
2019,600,Maury County,Non-Homeless,846,750,88.7
2019,600,Maury County,Non-Migrant,871,768,88.2
2019,600,Maury County,Non-Students with Disabilities,744,691,92.9
2019,600,Maury County,Students with Disabilities,127,77,60.6
2019,600,Maury County,White,638,566,88.7
2019,610,Meigs County,All Students,124,122,98.4
2019,610,Meigs County,Asian,0,*,*
2019,610,Meigs County,Black or African American,2,*,*
2019,610,Meigs County,Black/Hispanic/Native American,4,*,*
2019,610,Meigs County,Economically Disadvantaged,54,53,98.1
2019,610,Meigs County,Female,50,**,**
2019,610,Meigs County,Hispanic,2,*,*
2019,610,Meigs County,Homeless,2,*,*
2019,610,Meigs County,Male,74,72,97.3
2019,610,Meigs County,Native Hawaiian or Other Pacific Islander,1,*,*
2019,610,Meigs County,Non-Black/Hispanic/Native American,120,118,98.3
2019,610,Meigs County,Non-Economically Disadvantaged,70,69,98.6
