district_number,district,school_number,school_name,street_address_1,city,state,zipcode,phone1,phone2,countyname,year,principal,grades_served
470,Knox County,313,West Valley Middle School,9118 George Williams RD,Knoxville,TN,37922,(865) 539-5145,,Knox County,2020,David Claxton,Grades 6-8
470,Knox County,315,West View Elementary,1714  Mingle  AVE,Knoxville,TN,37921,(865) 594-4471,,Knox County,2020,Amy Brace,Grades PK-5
470,Knox County,320,Whittle Springs Middle School,2700 White Oak LN,Knoxville,TN,37917,(865) 594-4474,,Knox County,2020,Joann Bost,Grades 6-8
470,Knox County,332,Dr. Paul L. Kelley Volunteer Academy,535 Chickamauga Avenue AVE,Knoxville,TN,37917,(865) 525-0069,(865) 525-0069,Knox County,2020,Jennifer Garrett,Grades 10-12
470,Knox County,334,L N STEM Academy,401 Henley ST,Knoxville,TN,37902,(865) 329-8440,(865) 329-8440,Knox County,2020,Jimm Allen,Grades 9-12
470,Knox County,336,Northshore Elementary School,1889 Thunderhead RD,Knoxville,TN,37922,(865) 670-4104,(865) 670-4104,Knox County,2020,Keith Cottrell,Grades PK-5
470,Knox County,345,Career Magnet Academy,7201 Strawberry Plains PIKE,Knoxville,TN,37914,(865) 594-1731,,Knox County,2020,Leanne Hawn,Grades 9-12
470,Knox County,350,Gibbs Middle School,PO Box 2188,Knoxville,TN,37901,(865) 594-1800,,Knox County,2020,Cindy White,Grades 5-8
470,Knox County,355,Hardin Valley Middle School,PO Box 2188,Knoxville,TN,37901,(865) 594-1800,,Knox County,2020,Cory Smith,Grades 6-8
470,Knox County,7001,Montgomery Village Child Development Center Inc.,1600 Willoughby RD,Knoxville,TN,37920,(865) 577-0123,,Knox County,2020,Mr. Daniel Hazlitt,Grades PK-PK
470,Knox County,8001,Emerald Academy,220 Carrick ST,Knoxville,TN,37921,(865) 637-3227,(865) 637-3227,Knox County,2020,Renee Kelly,Grades KG-10
480,Lake County,5,Lake Co High School,300  Cochran  ST,Tiptonville,TN,38079,(731) 253-7734,,Lake County,2020,Preston Caldwell,Grades 9-12
480,Lake County,10,Lara Kendall Elementary,200  College  ST,Ridgely,TN,38080,(731) 264-5586,,Lake County,2020,David Ayers,Grades 3-8
480,Lake County,15,Margaret Newton Elementary,819  Church  ST,Tiptonville,TN,38079,(731) 253-7253,,Lake County,2020,Gamble Snyder,Grades PK-2
490,Lauderdale County,20,Halls Elementary School,601 Carmen ST,Halls,TN,38040,(731) 836-9651,,Lauderdale County,2020,Andy Campbell,Grades PK-6
490,Lauderdale County,23,Halls High School,800 West Tigrett ST,Halls,TN,38040,(731) 836-9642,,Lauderdale County,2020,Amy Morgan,Grades 9-12
490,Lauderdale County,24,Halls Junior High School,800 West Tigrett ST,Halls,TN,38040,(731) 836-5579,,Lauderdale County,2020,Mike Blackwood,Grades 7-8
490,Lauderdale County,25,Ripley Middle School,309 Charles Griggs AVE,Ripley,TN,38063,(731) 635-1391,,Lauderdale County,2020,Cindy Anderson,Grades 6-12
490,Lauderdale County,40,Ripley High School,254 Jefferson ST,Ripley,TN,38063,(731) 635-2642,,Lauderdale County,2020,Stephen Byrd,Grades 9-12
490,Lauderdale County,50,Ripley Primary,225 Volz RD,Ripley,TN,38063,(731) 635-0691,,Lauderdale County,2020,Chantay Dupree,Grades PK-6
490,Lauderdale County,55,Ripley Elementary,100 Highway 19 East AVE,Ripley,TN,38063,(731) 221-3066,,Lauderdale County,2020,Teresa White,Grades 3-9
500,Lawrence County,13,E O Coffman Middle School,111  Lafayette  AVE,Lawrenceburg,TN,38464,(931) 762-6395,,Lawrence County,2020,William Brent,Grades 6-8
500,Lawrence County,15,David Crockett Elementary,2301  Waynesboro  HWY,Lawrenceburg,TN,38464,(931) 762-2288,,Lawrence County,2020,Karen Renee Jackson,Grades PK-5
500,Lawrence County,20,Ethridge Elementary,33  Main  ST,Ethridge,TN,38456,(931) 201-5880,,Lawrence County,2020,Christy Crews,Grades PK-8
500,Lawrence County,30,Ingram Sowell Elementary,510  Seventh  ST,Lawrenceburg,TN,38464,(931) 762-4438,,Lawrence County,2020,Abigail McKamey,Grades PK-10
500,Lawrence County,36,Lawrence County Adult High School,610 Mahr AVE,Lawrenceburg,TN,38464,(931) 762-5251,,Lawrence County,2020,Evan White,Grades 9-12
500,Lawrence County,40,Lawrence Co High School,1800  Springer  RD,Lawrenceburg,TN,38464,(931) 762-9412,,Lawrence County,2020,Michael Adkins,Grades 9-12
500,Lawrence County,45,Lawrenceburg Public,600  Prosser  RD,Lawrenceburg,TN,38464,(931) 762-3282,,Lawrence County,2020,Pamela King,Grades PK-5
500,Lawrence County,50,Leoma Elementary,2612  Hwy  43 South,Leoma,TN,38468,(931) 231-8199,,Lawrence County,2020,Kathy Burns,Grades PK-8
500,Lawrence County,60,South Lawrence Elementary,707 2nd Avenue South,Loretto,TN,38469,(931) 201-5884,,Lawrence County,2020,Shannon Snider,Grades PK-8
500,Lawrence County,65,Loretto High School,525  Second  South AVE,Loretto,TN,38469,(931) 231-8850,,Lawrence County,2020,Dr. Jennifer Littleton,Grades 9-12
500,Lawrence County,70,New Prospect Elementary,4520  Pulaski  HWY,Lawrenceburg,TN,38464,(931) 762-2934,,Lawrence County,2020,Dr. Anisha Jones,Grades PK-8
500,Lawrence County,90,Summertown Elementary,319 Corbin ST,Summertown,TN,38483,(931) 964-3614,,Lawrence County,2020,Ricky Mabry Jr.,Grades PK-6
500,Lawrence County,95,Summertown High School,411 College ST,Summertown,TN,38483,(931) 964-3539,,Lawrence County,2020,Patricia Franks,Grades 7-12
510,Lewis County,3,Lewis County Middle School,207 South Court ST,Hohenwald,TN,38462,(931) 796-4586,,Lewis County,2020,Steve Edwards,Grades 6-8
510,Lewis County,7,Lewis County Elementary,305 South Oak ST,Hohenwald,TN,38462,(931) 796-5621,,Lewis County,2020,Dr. Mike Taylor,Grades PK-2
510,Lewis County,10,Lewis Co High School,818 West Main ST,Hohenwald,TN,38462,(931) 796-4085,,Lewis County,2020,Stacey Hickerson,Grades 9-12
510,Lewis County,20,Lewis County Intermediate School,310 Park Avenue South,Hohenwald,TN,38462,(931) 796-1029,(931) 796-1029,Lewis County,2020,Mary McDonald,Grades 3-5
520,Lincoln County,10,Blanche School,1649  Ardmore  HWY,Taft,TN,38488,(931) 425-6141,,Lincoln County,2020,Christy Wright,Grades PK-8
520,Lincoln County,30,Stone Bridge Academy,1107  Hedgemont  AVE,Fayetteville,TN,37334,(931) 433-3939,,Lincoln County,2020,,Grades PK-PK
520,Lincoln County,45,Flintville School,37 Flintville School RD,Flintville,TN,37335,(931) 937-8271,,Lincoln County,2020,David Golden,Grades PK-8
520,Lincoln County,50,Highland Rim School,111  Highland  Rim RD,Fayetteville,TN,37334,(931) 433-4197,,Lincoln County,2020,Billy Owens,Grades PK-8
520,Lincoln County,56,Lincoln County High School,1233  Huntsville  HWY,Fayetteville,TN,37334,(931) 433-6505,,Lincoln County,2020,Garth Garris,Grades 9-12
520,Lincoln County,82,South Lincoln School,362  Smith  Mill RD,Fayetteville,TN,37334,(931) 937-7385,,Lincoln County,2020,Jennifer Turpen,Grades PK-8
520,Lincoln County,90,Unity School,259  Boonshill-Petersburg,Petersburg,TN,37144,(931) 433-9018,,Lincoln County,2020,Emily Pierce,Grades PK-8
520,Lincoln County,95,Lincoln Central Academy,900 South Main AVE,Fayetteville,TN,37334,(931) 433-6156,,Lincoln County,2020,Amy Clemons,Grades 9-12
521,Fayetteville,7,Fayetteville Middle School,1800 A Wilson PKWY,Fayetteville,TN,37334,(931) 438-2533,,Lincoln County,2020,Steve Giffin,Grades 5-8
521,Fayetteville,10,Fayetteville High School,1800  Wilson  PKWY,Fayetteville,TN,37334,(931) 433-3158,,Lincoln County,2020,Adam McCormick,Grades 9-12
521,Fayetteville,20,Ralph Askins School,901 Shady LN,Fayetteville,TN,37334,(931) 433-5311,,Lincoln County,2020,Dr. Bridgette Jones,Grades PK-4
530,Loudon County,15,Eaton Elementary,423  Hickory  Creek RD,Lenoir City,TN,37771,(865) 986-2420,,Loudon County,2020,Ashley Talley,Grades PK-4
530,Loudon County,18,Ft Loudoun Middle School,1083 Mulberry ST,Loudon,TN,37774,(865) 458-2026,,Loudon County,2020,Patrick Bethel,Grades 6-8
530,Loudon County,25,Greenback School,400 Chilhowee RD,Greenback,TN,37742,(865) 856-3028,,Loudon County,2020,Michael Casteel,Grades PK-12
530,Loudon County,30,Highland Park Elementary,4404 Hwy  11 E,Lenoir City,TN,37772,(865) 986-2241,,Loudon County,2020,Kathy Winsor,Grades PK-4
530,Loudon County,35,Loudon Elementary,2175  Roberts  RD,Loudon,TN,37774,(865) 458-2001,,Loudon County,2020,Christie Amburn,Grades PK-5
530,Loudon County,40,Loudon High School,1039  Mulberry  ST,Loudon,TN,37774,(865) 458-4326,,Loudon County,2020,Scott Mackintosh,Grades 9-12
530,Loudon County,48,North Middle School,421 Hickory Creek RD,Lenoir City,TN,37771,(865) 986-9944,,Loudon County,2020,Jodi Lowery,Grades 5-8
530,Loudon County,50,Philadelphia Elementary,300  Spring  ST,Philadelphia,TN,37846,(865) 458-6801,,Loudon County,2020,Marvin Feezell,Grades PK-8
530,Loudon County,55,Steekee Elementary,4500 Steekee School RD,Loudon,TN,37774,(865) 458-3322,,Loudon County,2020,Donna Stapleton,Grades PK-5
531,Lenoir City,5,Lenoir City High School,1485 Old  Hwy 95,Lenoir City,TN,37771,(865) 986-2072,,Loudon County,2020,Chip L. Orr,Grades 9-12
531,Lenoir City,10,Lenoir City Intermediate/Middle School,2141  Harrison  AVE,Lenoir City,TN,37771,(865) 986-2038,,Loudon County,2020,Brandee L. Hoglund,Grades 4-8
531,Lenoir City,30,Lenoir City Elementary,203 Kelley Lane LN,Lenoir City,TN,37771,(865) 986-2009,,Loudon County,2020,Don Maloney,Grades PK-3
540,McMinn County,10,Calhoun Elementary,150  Sherwood  AVE,Calhoun,TN,37309,(423) 336-2974,,McMinn County,2020,Larson Frerichs,Grades PK-8
540,McMinn County,15,Central High School,145 Co  Road 461,Englewood,TN,37329,(423) 263-5541,,McMinn County,2020,Dr. Lori Hutchison,Grades 9-12
540,McMinn County,25,E K Baker Elementary,1044 Co  172 RD,Athens,TN,37303,(423) 745-2760,,McMinn County,2020,Ms. Amy Bohannon,Grades PK-8
540,McMinn County,30,Englewood Elementary,108 College ST,Englewood,TN,37329,(423) 887-5260,,McMinn County,2020,Kristie Darnell,Grades PK-8
540,McMinn County,45,McMinn High School,2215  Congress  Pkwy,Athens,TN,37303,(423) 745-4142,,McMinn County,2020,Mr. David McDonald,Grades 9-12
540,McMinn County,50,Mountain View Elementary,145 Co Road 627,Etowah,TN,37331,(423) 263-2498,,McMinn County,2020,Ms. Angie Piercy,Grades PK-8
540,McMinn County,55,Niota Elementary,418  Burn  RD,Niota,TN,37826,(423) 568-2247,,McMinn County,2020,Mr. Jon Franks,Grades PK-8
540,McMinn County,60,Riceville Elementary,3592 Hwy  11 South,Riceville,TN,37370,(423) 462-2488,,McMinn County,2020,Mr. David McDonald,Grades PK-8
540,McMinn County,65,Rogers Creek Elementary,137 County Road 82,Athens,TN,37303,(423) 745-2123,,McMinn County,2020,Mr. Glen Puryear,Grades PK-8
541,Athens,5,Athens City Middle School,200  Keith  LN,Athens,TN,37303,(423) 745-1177,,McMinn County,2020,Mike Simmons,Grades 6-8
541,Athens,10,City Park Elementary,203  Keith  LN,Athens,TN,37303,(423) 745-3862,,McMinn County,2020,Kristine Walden,Grades PK-2
541,Athens,20,Ingleside Elementary,200 Guille ST,Athens,TN,37303,(423) 745-3671,,McMinn County,2020,Jill Swafford,Grades PK-2
541,Athens,25,North City Elementary,1601  Palos  ST,Athens,TN,37303,(423) 745-4210,,McMinn County,2020,Angel Deon Hardaway,Grades 3-5
541,Athens,30,Westside Elementary,700  Westside  ST,Athens,TN,37303,(423) 745-4721,,McMinn County,2020,Tracy Lee,Grades 3-5
542,Etowah,7,Etowah Elementary,858  Eighth  ST,Etowah,TN,37331,(423) 263-5483,,McMinn County,2020,Brian Trammell,Grades PK-8
550,McNairy County,5,Adamsville Elementary,P. O. Box 335,Adamsville,TN,38310,(731) 439-4137,,McNairy County,2020,Danny Combs,Grades PK-8
550,McNairy County,10,Adamsville High School,P. O. Box 407,Adamsville,TN,38310,(731) 439-4122,,McNairy County,2020,Mr. Steve Killingsworth,Grades 9-12
550,McNairy County,15,Bethel Springs Elementary,P. O. Box 38,Bethel Springs,TN,38315,(731) 934-7288,,McNairy County,2020,Terry Moore,Grades PK-8
550,McNairy County,20,McNairy Central High School,493 High School Road,Selmer,TN,38375,(731) 645-3226,,McNairy County,2020,Jerry Pyron,Grades 9-12
550,McNairy County,25,Michie Elementary,Rt 1  Box 225,Michie,TN,38357,(731) 439-4135,,McNairy County,2020,Dr. Matt Alred,Grades PK-8
550,McNairy County,30,Ramer Elementary,P. O. Box 8,Ramer,TN,38367,(731) 645-3996,,McNairy County,2020,Dr. Sondra Kiser,Grades PK-8
550,McNairy County,40,Selmer Elementary,533  East  Poplar Avenue,Selmer,TN,38375,(731) 645-3131,,McNairy County,2020,Pamela Simon,Grades PK-4
550,McNairy County,45,Selmer Middle School,635 East Poplar Avenue,Selmer,TN,38375,(731) 645-7977,,McNairy County,2020,Dr. Brenda Armstrong,Grades 5-8
550,McNairy County,50,McNairy County Virtual School,530 Mulberry AVE,Selmer,TN,38375,(731) 645-3267,,McNairy County,2020,,Grades 9-12
550,McNairy County,7001,McNairy County Adult Learning Center,701 Industrial Park RD,Selmer,TN,38375,(731) 645-5386,,McNairy County,2020,Cathy Taylor,Grades PK-12
560,Macon County,5,Central Elementary,905 Sycamore ST,Lafayette,TN,37083,(615) 666-3265,,Macon County,2020,Daniel Cook,Grades 2-3
560,Macon County,15,Fairlane Elementary,305 Fairlane DR,Lafayette,TN,37083,(615) 666-2970,,Macon County,2020,Carroll Gunter,Grades PK-1
560,Macon County,20,Macon County Junior High School,1003 Highway 52 E By-pass,Lafayette,TN,37083,(615) 666-7545,,Macon County,2020,Jamie Kelley,Grades 6-8
560,Macon County,21,Macon County High School,2550 Days RD,Lafayette,TN,37083,(615) 666-4320,,Macon County,2020,B.J. West,Grades 9-12
560,Macon County,22,Lafayette Elementary School,401 Meador DR,Lafayette,TN,37083,(615) 666-8868,,Macon County,2020,Kristen Hix,Grades 4-5
560,Macon County,25,Red Boiling Springs Elementary,417 Hillcrest DR,Red Boiling Springs,TN,37150,(615) 699-2222,,Macon County,2020,Michael Owens,Grades PK-5
560,Macon County,30,Red Boiling Springs School,415 Hillcrest DR,Red Boiling Springs,TN,37150,(615) 699-3125,,Macon County,2020,Don Jones,Grades 6-12
560,Macon County,35,Westside Elementary,8025 Old Highway 52,Westmoreland,TN,37186,(615) 666-3128,,Macon County,2020,Angela Marshall,Grades PK-5
570,Madison County,6,Alexander Elementary School,900  N  Highland AVE,Jackson,TN,38301,(731) 422-1841,,Madison County,2020,Carolyn Caldwell,Grades PK-7
570,Madison County,14,Arlington Elementary School,701 Arlington AVE,Jackson,TN,38301,(731) 265-9784,,Madison County,2020,Kippi Jordan,Grades PK-5
570,Madison County,21,Denmark Elementary,1945 Denmark RD,Denmark,TN,38391,(731) 427-5986,,Madison County,2020,Kimberly Quinn,Grades PK-9
570,Madison County,22,Jackson Central-Merry Early College High,215 Allen AVE,Jackson,TN,38301,(731) 664-2575,,Madison County,2020,Nathan Lewis,Grades 9-12
570,Madison County,24,Rose Hill School,2233 Beech Bluff RD,Jackson,TN,38301,(731) 423-6170,,Madison County,2020,Pam Betler,Grades PK-8
570,Madison County,38,Isaac Lane Technology Magnet Elementary,746 Lexington ST,Jackson,TN,38301,(731) 423-4720,,Madison County,2020,Richard Willis,Grades PK-3
570,Madison County,53,Liberty Technology Magnet High School,3470 Ridgecrest Road Extended,Jackson,TN,38305,(731) 423-9086,,Madison County,2020,James Barnett,Grades 9-12
570,Madison County,56,Lincoln Elementary School,532 Whitehall ST,Jackson,TN,38301,(731) 988-3800,,Madison County,2020,LaDonna Braswell,Grades PK-5
570,Madison County,63,Madison Academic Magnet High School,179 Allen AVE,Jackson,TN,38301,(731) 427-3501,,Madison County,2020,Chad Guthrie,Grades 9-12
570,Madison County,71,North Side High School,3066 North  Highland,Jackson,TN,38305,(731) 668-3171,,Madison County,2020,Jason Bridgeman,Grades 9-12
570,Madison County,76,Northeast Middle School,2665  Christmasville  RD,Jackson,TN,38305,(731) 422-6687,,Madison County,2020,Michael Morris,Grades 6-9
570,Madison County,86,Community Montessori School,716 Westwood AVE,Jackson,TN,38301,(731) 422-3116,,Madison County,2020,Dr. Melinda Harris,Grades KG-8
570,Madison County,100,Pope School,1071  Old  Humboldt RD,Jackson,TN,38305,(731) 668-0350,,Madison County,2020,Tracey Vowell,Grades KG-6
570,Madison County,102,South Elementary,570  Stone  RD,Pinson,TN,38366,(731) 988-5413,,Madison County,2020,Ms. Scott Nelson,Grades PK-5
570,Madison County,105,South Side High School,84 Harts  Bridge RD,Jackson,TN,38301,(731) 422-9923,,Madison County,2020,Mrs. Anita Tucker,Grades 9-12
570,Madison County,111,Thelma Barker Elementary,1470 Ashport RD,Jackson,TN,38305,(731) 668-8831,,Madison County,2020,Timothy Gilmer,Grades KG-5
570,Madison County,125,Parkview Learning Center,905 E. Chester ST,Jackson,TN,38301,(731) 427-2841,,Madison County,2020,Janet Gore,Grades 7-12
570,Madison County,130,West-Bemis Middle School,230 D ST,Jackson,TN,38301,(731) 988-3810,,Madison County,2020,David Wicker,Grades 1-12
570,Madison County,135,Nova Early Learning Center,248 Bedford White RD,Jackson,TN,38305,(731) 427-6396,,Madison County,2020,Tisa Day,Grades PK-10
570,Madison County,140,East Elementary School,2480 Ashport RD,Jackson,TN,38305,(731) 988-3860,(731) 988-3860,Madison County,2020,Amanda Brabham,Grades PK-5
570,Madison County,142,North Parkway Middle School,1341 North PKWY,Jackson,TN,38305,(731) 427-3384,(731) 427-3384,Madison County,2020,Tiffany Taylor,Grades 6-10
570,Madison County,144,Jackson Career Technology Magnet Elementary,668 Lexington AVE,Jackson,TN,38305,(731) 427-4581,(731) 427-4581,Madison County,2020,James Walker,Grades 4-8
570,Madison County,146,Andrew Jackson Elementary School,211 Old Hickory BLVD,Jackson,TN,38305,(731) 668-8023,(731) 668-8023,Madison County,2020,Ramonica Dorsey,Grades PK-5
580,Marion County,21,Jasper Elementary School,495 Warrior DR,Jasper,TN,37347,(423) 942-2110,,Marion County,2020,Kimberly Shurett,Grades PK-4
580,Marion County,23,Jasper Middle School,601  Elm  Avenue,Jasper,TN,37347,(423) 942-6251,,Marion County,2020,Ramona McEntyre,Grades 5-8
580,Marion County,25,Marion Co High School,160  Ridley  DR,Jasper,TN,37347,(423) 942-5120,,Marion County,2020,Sherry Prince,Grades 9-12
580,Marion County,30,Monteagle Elementary,120  East  Main ST,Monteagle,TN,37356,(931) 924-2136,,Marion County,2020,Veronica Horton,Grades PK-8
580,Marion County,50,South Pittsburg Elementary,310  Elm  AVE,South Pittsburg,TN,37380,(423) 837-6117,,Marion County,2020,Candace Powers,Grades PK-6
580,Marion County,55,South Pittsburg High School,717  Elm  AVE,South Pittsburg,TN,37380,(423) 837-7561,,Marion County,2020,Tim Bible,Grades 7-12
580,Marion County,63,Whitwell Elementary,150 Tiger Trail,Whitwell,TN,37397,(423) 658-5313,(423) 658-5313,Marion County,2020,David Smith,Grades PK-4
580,Marion County,65,Whitwell Middle School,1 Butterfly LN,Whitwell,TN,37397,(423) 658-5635,,Marion County,2020,Kim Headrick,Grades 5-8
580,Marion County,70,Whitwell High School,200  Tiger  TRL,Whitwell,TN,37397,(423) 658-5141,,Marion County,2020,Teena Casseday,Grades 9-12
580,Marion County,75,Central Prep Academy,230 Ridley DR,Jasper,TN,37347,(423) 805-9861,(423) 805-9861,Marion County,2020,Sherry Prince,Grades 10-12
580,Marion County,80,Marion Virtual High School,204 Betsy Pack DR,Jasper,TN,37347,(423) 942-3434,,Marion County,2020,Larry Ziegler,Grades 9-11
581,Richard City,5,Richard Hardy Memorial School,1620  Hamilton  Avenue,South Pittsburg,TN,37380,(423) 837-7282,,Marion County,2020,Lauria Merritt,Grades PK-12
590,Marshall County,7,Chapel Hill Elementary,415 S Horton PKWY,Chapel Hill,TN,37034,(931) 246-4255,,Marshall County,2020,Dawn Kirby,Grades PK-3
590,Marshall County,18,Cornersville Elementary,485 North Main ST,Cornersville,TN,37047,(931) 246-4230,,Marshall County,2020,Cheryl Ewing,Grades PK-6
590,Marshall County,20,Cornersville School,323  S  Main ST,Cornersville,TN,37047,(931) 246-4170,,Marshall County,2020,Brent Adcox,Grades 7-12
590,Marshall County,30,Forrest School,310 North  Horton PKWY,Chapel Hill,TN,37034,(931) 246-4733,,Marshall County,2020,Angie Phifer,Grades 7-12
590,Marshall County,41,Lewisburg Middle School,500  Tiger  BLVD,Lewisburg,TN,37091,(931) 359-1265,,Marshall County,2020,Morgan Sanders,Grades 7-8
590,Marshall County,43,Marshall Elementary,401 Tiger DR,Lewisburg,TN,37091,(931) 359-7149,,Marshall County,2020,Bonnie Reese,Grades 2-3
590,Marshall County,47,Marshall Co High School,661 W Ellington PKWY,Lewisburg,TN,37091,(931) 359-1549,,Marshall County,2020,John Bush,Grades 9-12
590,Marshall County,51,Oak Grove Elementary,1645 Franklin PIKE,Lewisburg,TN,37091,(931) 270-1855,,Marshall County,2020,Dr. Tracy Kilpatrick,Grades PK-1
590,Marshall County,60,Westhills Elementary,1351 N Ellington PKWY,Lewisburg,TN,37091,(931) 359-3909,,Marshall County,2020,Rachel Perryman,Grades 4-6
590,Marshall County,65,Delk-Henson Intermediate School,425 South Horton PKWY,Chapel Hill,TN,37034,(931) 536-0491,,Marshall County,2020,Robert Reasonover,Grades 4-6
600,Maury County,5,J. R. Baker Elementary,1301  Hamphire  PIKE,Columbia,TN,38401,(931) 388-3319,,Maury County,2020,Jon-Micah Clanton,Grades PK-4
600,Maury County,10,J. Brown Elementary,301  Cord  DR,Columbia,TN,38401,(931) 388-3601,,Maury County,2020,Robert Busch,Grades PK-4
600,Maury County,15,Columbia Central High School,921 Lion PKWY,Columbia,TN,38401,(931) 381-2222,,Maury County,2020,Roger White,Grades 9-12
600,Maury County,30,Culleoka Unit School,1921 Warrior LN,Culleoka,TN,38451,(931) 987-2511,,Maury County,2020,Penny Love,Grades PK-12
600,Maury County,33,E. A. Cox Middle School,633 Bear Creek PIKE,Columbia,TN,38401,(931) 840-3902,,Maury County,2020,Tracy Marks,Grades 5-8
600,Maury County,40,Hampshire Unit School,4235 Old State RD,Hampshire,TN,38461,(931) 285-2300,,Maury County,2020,Sonya Booker Cathey,Grades PK-12
600,Maury County,45,Highland Park Elementary,1606  Highland  AVE,Columbia,TN,38401,(931) 388-7325,,Maury County,2020,Kelly Meyers,Grades PK-4
600,Maury County,50,J E Woodard Elementary,207  Rutherford  LN,Columbia,TN,38401,(931) 380-2872,,Maury County,2020,Dr. Stan Curtis,Grades PK-4
600,Maury County,53,Marvin Wright Elementary School,4714 Derryberry LN,Spring Hill,TN,37174,(931) 486-3586,,Maury County,2020,Marisa Massey,Grades PK-4
600,Maury County,55,McDowell Elementary,714 West 7th ST,Columbia,TN,38401,(931) 840-4418,,Maury County,2020,Breckon Pennell,Grades PK-4
600,Maury County,59,J E Woody Elementary,600 North Locust ST,Mt Pleasant,TN,38474,(931) 379-5040,,Maury County,2020,Julie Tidwell,Grades PK-4
600,Maury County,61,Mt. Pleasant Middle Visual Perform. Arts,410 Gray LN,Mt. Pleasant,TN,38474,(931) 379-1100,,Maury County,2020,Dr. Timothy Drinkwine,Grades 5-8
600,Maury County,65,Mt Pleasant High School,600 North Greenwood AVE,Mt Pleasant,TN,38474,(931) 379-5583,,Maury County,2020,Dr. Ryan Jackson,Grades 9-12
600,Maury County,68,R Howell Elementary,653 Bear Creek PIKE,Columbia,TN,38401,(931) 540-1032,,Maury County,2020,Michael Ford,Grades PK-4
600,Maury County,70,Riverside Elementary,203  Carter  ST,Columbia,TN,38401,(931) 840-4422,,Maury County,2020,Reggie Holmes,Grades PK-4
600,Maury County,85,Santa Fe Unit School,2629 Santa Fe PIKE,Santa Fe,TN,38482,(931) 682-2172,,Maury County,2020,Randy Hubbell,Grades PK-12
600,Maury County,90,Spring Hill Elementary,5359 S Main ST,Spring Hill,TN,37174,(931) 486-2291,,Maury County,2020,Renata Powell,Grades PK-4
600,Maury County,95,Spring Hill High School,One Raider LN,Columbia,TN,38401,(931) 486-2207,,Maury County,2020,Dr. Christine Potts,Grades 9-12
600,Maury County,100,Whitthorne Middle School,915 Lion PKWY,Columbia,TN,38401,(931) 388-2558,,Maury County,2020,Lance Evans,Grades 5-8
600,Maury County,105,Spring Hill Middle School,3501 Cleburne RD,Spring Hill,TN,37174,(931) 451-1531,,Maury County,2020,Shanda Sparrow,Grades 5-8
600,Maury County,110,Northfield Academy,500 Northfield LN,Spring Hill,TN,37174,(931) 486-1134,(931) 486-1134,Maury County,2020,Dedra Dawson,Grades 7-12
600,Maury County,115,Battle Creek Elementary School,165 Battle Creek Way,Spring Hill,TN,37174,(931) 388-8403,,Maury County,2020,Laura Duncan,Grades PK-4
600,Maury County,120,Battle Creek Middle School,121 Battle Creek Way,Spring Hill,TN,37174,(931) 388-8403,,Maury County,2020,Dr. William Penner,Grades 5-8
610,Meigs County,5,Meigs South Elementary,9638 State Highway 58 S,Decatur,TN,37322,(423) 334-5444,,Meigs County,2020,Rachel Moore,Grades PK-5
610,Meigs County,8,Meigs Middle School,586 North Main,Decatur,TN,37322,(423) 334-9187,,Meigs County,2020,Ronnie Woods,Grades 6-8
610,Meigs County,15,Meigs North Elementary,22015 State Highway 58 N,Decatur,TN,37322,(423) 334-5454,,Meigs County,2020,Justin Jennings,Grades PK-5
610,Meigs County,25,Meigs County High School,Box 1182,Decatur,TN,37322,(423) 334-5797,,Meigs County,2020,John Grissom,Grades 9-12
620,Monroe County,10,Coker Creek Elementary,130  Ruritan  RD,Tellico Plains,TN,37385,(423) 261-2241,,Monroe County,2020,Joseph Debity,Grades KG-8
620,Monroe County,18,Madisonville Intermediate School,1000 Green RD,Madisonville,TN,37354,(423) 442-2454,,Monroe County,2020,Terry Moser,Grades 3-5
620,Monroe County,20,Madisonville Middle School,175  Oak  Grove RD,Madisonville,TN,37354,(423) 442-4137,,Monroe County,2020,Sheryl Debity,Grades 6-8
620,Monroe County,25,Madisonville Primary,268  Warren  ST,Madisonville,TN,37354,(423) 442-2236,,Monroe County,2020,Angie Kyle,Grades PK-2
620,Monroe County,35,Rural Vale Elementary,395 Daugherty  Springs RD,Tellico Plains,TN,37385,(423) 253-3551,,Monroe County,2020,Dennis Hicks,Grades KG-8
620,Monroe County,37,Sequoyah High School,3128  Hwy  411,Madisonville,TN,37354,(423) 442-9230,,Monroe County,2020,Debi Tipton,Grades 9-12
620,Monroe County,40,Sweetwater High School,414 South High ST,Sweetwater,TN,37874,(423) 337-7881,,Monroe County,2020,Eric Weaver,Grades 9-12
620,Monroe County,45,Tellico Plains Elementary,121 Old  High School RD,Tellico Plains,TN,37385,(423) 253-2626,,Monroe County,2020,Robert Hooper,Grades PK-4
620,Monroe County,50,Tellico Plains High School,9180 Hwy 68,Tellico Plains,TN,37385,(423) 253-2550,,Monroe County,2020,Russell Harris,Grades 9-12
620,Monroe County,53,Tellico Plains Junior High School,120 Old  High School RD,Tellico Plains,TN,37385,(423) 253-2250,,Monroe County,2020,Ruthie Hunt,Grades 5-8
620,Monroe County,55,Vonore Elementary,1135 Hwy 411,Vonore,TN,37885,(423) 884-6485,,Monroe County,2020,Melissa Moree,Grades PK-4
620,Monroe County,58,Vonore Middle School,414 Hall ST,Vonore,TN,37885,(423) 884-2730,,Monroe County,2020,Matt Conley,Grades 5-8
